word;etymology;related
tarih;orig	Arapça,wrχ	Eski Güney Arapça,warχ	Aramice/Süryanice,yrḥ	İbranice ,yeraḥ	Akatça,warḥu 	;
kus|mak;orig	Eski Türkçe,kus-	Eski Türkçe,*kud-	;
haşiye;orig	Arapça,ḥşw	Arapça,ḥaşā	;
yed|mek;orig	Eski Türkçe,yét-	;
hasıl;orig	Arapça,ḥṣl	Arapça,ḥaṣala	;
kok;orig	İngilizce ,coke	;
çit;orig	Eski Türkçe,çıt 	;
Jüpiter;orig	Fransızca ,Jupiter	özel adından,Iupiter	özel adından,*dyēus pəter	;
Asya;orig	İtalyanca,Asia	Latince,Asia	Eski Yunanca,Asía	Akatça,asū	;
fırtına;orig	Yeni Yunanca,fortúna	İtalyanca ve Latince,fortuna	Hintavrupa Anadilinde,*bhr̥-tu-	Hintavrupa Anadilinde,*bher-<sup>1</sup>	;
heves;orig	Arapça,hws	Arapça,hawisa	;
birleş|mek;orig	Türkiye Türkçesi,bir	;
etiyoloji;orig	Fransızca ,étiologie	Eski Yunanca,aitiá	Hintavrupa Anadilinde,*ai-t-ya-	Hintavrupa Anadilinde,*ai-<sup>1</sup>	;
zeytin;orig	Arapça,zyt	Arapça,zayt	Aramice/Süryanice,zeytā	İbranice ,zayt	Fenike dilinde,zyt	;
kötücül;orig	Türkiye Türkçesi,kötü	;
viran;orig	Farsça,vīrān	Orta Farsça,avērān	;
kare;orig	Fransızca ,carré	Latince,quadratus	Latince,quadrare	Latince,quatuor, quadr-	Hintavrupa Anadilinde,*kʷetwer	;
deklare;orig	Fransızca ,déclarer	Latince,declarare	Latince,clarare	Latince,clarus	;
terlik;orig	Eski Türkçe,terlik	Eski Türkçe,ter	;
fırıldak;"none	<p> <i>fırıl</i> ""dönme sesi"" ses yansımalı sözcüğünden türetilmiştir. </p>";
ebleh;orig	Arapça,blh	Arapça,baliha	;
ağda;orig	Türkiye Türkçesi,ˁaḳīde (şekeri)	;
kemane;orig	Farsça,kamāna	Farsça,kamān	;
facia;orig	Arapça,fcˁ	Arapça,fcˁ	Arapça,facaˁa	;
vintage;orig	İngilizce ,vintage	Eski Fransızca,vindage 	Latince,vindemia	Latince,vinum	;
helme;orig	Arapça,ḥlm	Arapça,ḥaluma	;
ipotek;orig	Fransızca ,hypothèque	Eski Yunanca,ʰypothḗkē	Eski Yunanca,ʰypotíthēmi	Eski Yunanca,ʰypó	Eski Yunanca,títhēmi, the-	;
blender;orig	İngilizce ,blender	İngilizce ,blend	;
anoreksi;orig	Fransızca ,anoréxie	İngilizce ,anorexia	Yeni Latince,anorexia nervosa	Eski Yunanca,óreksis	;
virman;orig	Fransızca ,virement	Fransızca ,virer	;
takdim;orig	Arapça,ḳdm	Arapça,ḳaddama	;
eflak;orig	Arapça,flk	Arapça,falak	;
direksiyon;orig	Fransızca ,volant de direction	Fransızca ,direction	Latince,directio	Latince,dirigere	;
kartvizit;orig	Fransızca ,carte de visite	;
ez+;"none	<p>Aynı İrani kökten Kürd <i>ji/jê</i> ""+den hali edatı"".</p>";
araz;orig	Arapça,ˁrḍ	Arapça,ˁaraḍa	;
fark;orig	Arapça,frḳ	Arapça,faraḳa	;
tırnak;orig	Eski Türkçe,tırŋak	;
buke;orig	Fransızca ,bouquet	Eski Fransızca,bosquet	Eski Fransızca,bosc	Germence,*busk-	;
hat;orig	Arapça,χṭṭ	Akatça,χaṭāṭu	;
bergamot;orig	Fransızca ,bergamote	İtalyanca,bergamotta	Türkiye Türkçesi,beğ armudu	;
anane;orig	Arapça,ˁn	Arapça,ˁan	;
şöbiyet;orig	Arapça,şbˁ	Arapça,şabiˁa	;
kıpti;orig	Arapça,ḳibṭī	Eski Yunanca,aigýptios	;
bühtan;orig	Arapça,bht	Arapça,bahata	;
+krasi;orig	Eski Yunanca,+kratēs	;
basketbol;orig	İngilizce ,basketball	İngilizce ,basket	İngilizce ,ball	Fransızca ,balle	;
astr(o)+;orig	Latince,stella,	Fransızca ,étoile,	İngilizce ,star,	Almanca ,Stern,	Farsça,sitāra,	Ermenice,asdġ	;
gergedan;orig	Arapça ve Farsça,karkadan	Sanskritçe,khaḍgadhenu	Sanskritçe,khaḍgá	;
desen;orig	Fransızca ,dessin	Fransızca ,dessiner	Latince,designare	Latince,signare	;
geveze;orig	Farsça,gabzan	Farsça,gab	Farsça,zan	;
yurt;orig	Eski Türkçe,yurt	Eski Türkçe,ur-	;
ceride;orig	Arapça,crd	Arapça,carada	;
viyolet;orig	Fransızca ,violette	Fransızca ,viole	Latince,viola	;
şerare;orig	Arapça,şrr	;
grizu;orig	Fransızca ,grisou	Fransızca ,feu grégeois	;
yaş;orig	Eski Türkçe,yaş	Eski Türkçe,yaş	;
ekspozisyon;orig	Fransızca ,exposition	Latince,expositio	Latince,exponere	Latince,ponere, posit-	;
kanal;orig	Fransızca ,canal	Venedikçe,canál	Latince,canalis	Latince,canna	Eski Yunanca,kánna	İbranice ve Aramice/Süryanice,ḳanē 	Akatça,ḳanū	;
inzal;orig	Arapça,nzl	Arapça,nazala	;
eciş bücüş;orig	Türkiye Türkçesi,ezik büzük	;
klasman;orig	Fransızca ,classement	Fransızca ,classer	;
virgül;orig	Fransızca ,virgule	Latince,virgula	Latince,virga	;
üç;orig	Eski Türkçe,üç	;
yahni;orig	Farsça,yaχnī	Soğdca,yaχnē	;
hodri;"none	<p> <i>hayde bre</i> ""teşvik ünlemi (Rumeli ağzı)"" ünleminden evrilmiştir. </p>";
arş;orig	Arapça,ˁrş	Aramice/Süryanice,ˁarş	Akatça,erşu	;
detantör;orig	Fransızca ,détenteur	Fransızca ,détendre	;
kalk|mak;orig	Orta Türkçe,kalık- 	Eski Türkçe,kalı- 	;
fasad;orig	Fransızca ,façade	İtalyanca,facciata	;
artı;orig	Türkiye Türkçesi,art-	;
diyanet;orig	Arapça,dyn	Arapça,dīn	;
ispinoz;orig	Yeni Yunanca,spínos	Eski Yunanca,spínos 	Hintavrupa Anadilinde,*(s)ping-	;
flanör;orig	Fransızca ,flâneur	Fransızca ,flâner	;
cicoz;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
ülker;orig	Eski Türkçe,ülker	;
baç;orig	Farsça ve Orta Farsça,bāc	Eski Farsça ,bāci	Hintavrupa Anadilinde,*bhag-	;
balistik;orig	Fransızca ,balistique	Eski Yunanca,bállista	Eski Yunanca,bállō	Hintavrupa Anadilinde,*gʷl-nə-	Hintavrupa Anadilinde,*gʷelə-	;
ilâ;orig	Arapça,ˁlw	Arapça,ˁalā	;
şeş;orig	Farsça,şaş	Avesta (Zend) dilinde,χşvaş-	Hintavrupa Anadilinde,*s(w)eks-	;
tekabül;orig	Arapça,ḳbl	Arapça,ḳabala	;
bikes;orig	Farsça,bīkas	Farsça,bī	Farsça,kas	;
kamikaze;orig	Japonca ,kamikaze	;
kumpanya;orig	İtalyanca,compagnia	Fransızca ,compagnie	Geç Latince,compania	Geç Latince,companio	Latince,panis	;
ittihaz;orig	Arapça,Aχḏ	Arapça,aχaḏa	;
töton;orig	Fransızca ,teuton	Latince,Teutones	özel adından,theuda	;
tıynet;orig	Arapça,ṭyn	Arapça,ṭāna	;
temessül;orig	Arapça,ms̠l	Arapça,maṯala	;
jön;orig	Fransızca ,jeun	Latince,iuvenis	Hintavrupa Anadilinde,*yuwen-	;
kot;orig	ticari markasından,Muhteşem Kot	;
tefriş;orig	Arapça,frş	Arapça,farş	;
veraset;orig	Arapça,wrs̠	Arapça,wariṯa	;
davudi;orig	Arapça,dāwūdī	İbranice ,dwd	;
sütliman;orig	Yeni Yunanca,sotolimáni	;
keyfe keder;orig	Arapça,kayfa kadar	Arapça,kayfa	;
inci;orig	Eski Türkçe,yinçü	Çince ,zhēn- zhū	;
ekstaz;orig	Fransızca ,ecstase	Eski Yunanca,ékstasis	Eski Yunanca,eksístēmi, eksta-	Eski Yunanca,ʰístēmi, stā-	;
kaniş;orig	Fransızca ,caniche	Fransızca ,cane	;
yaratık;orig	Türkiye Türkçesi,yarat-	;
tap|mak;orig	Eski Türkçe,tap-	;
fiil;orig	Arapça,fˁl	Arapça,faˁala	;
kuyut;orig	Arapça,ḳyd	Arapça,ḳayd	;
kolaborasyon;orig	Fransızca ve İngilizce ,collaboration	Latince,collaboratio	Latince,laborare	;
trotuvar;orig	Fransızca ,trottoir	Fransızca ,trotter	Germence,*tredan	Hintavrupa Anadilinde,*dr-	Hintavrupa Anadilinde,*der-<sup>1</sup>	;
tevsik;orig	Arapça,ws̠ḳ	Arapça,waṯaḳa	;
hamle;orig	Arapça,ḥml	Arapça,ḥamala	;
gen(o)+;orig	Latince,genus	Eski Yunanca,génos	Latince,gignere,	Eski Yunanca,gígnomai,	Latince,gens	İngilizce ,kin	Avesta (Zend) dilinde,zan-,	Ermenice,dznil	;
zinde;orig	Farsça,zinda	Orta Farsça,zīvandak	Orta Farsça,zīvistan	Hintavrupa Anadilinde,*gʷi-wo-	Hintavrupa Anadilinde,*gʷeiə-<sup>1</sup>	;
herpes;orig	Fransızca ,herpès	Eski Yunanca,ʰérpḗs	Eski Yunanca,ʰérpō	Hintavrupa Anadilinde,*serp-<sup>2</sup>	;
vedet;orig	Fransızca ,vedette	İtalyanca,vedetta	İspanyolca ve Portekizce ,veleta	İspanyolca ve Portekizce ,velar	Latince,vigilare	;
hipodermik;orig	Fransızca ,hypodérmique	;
kolibri;orig	Fransızca ,colibri	;
yara;orig	Orta Türkçe,yara	Eski Türkçe,yar-	;
şipşak;"none	<p> <i>şıp</i> ""hızlı eylem sesi"" ses yansımalı sözcüğünden türetilmiştir. </p>";
kül;orig	Eski Türkçe,kül	;
azim;orig	Arapça,ˁẓm	Arapça,ˁaẓuma	;
ilkah;orig	Arapça,lḳḥ	Arapça,laḳaḥa	;
epikriz;orig	Almanca ,Epikrise	Eski Yunanca,épi	Eski Yunanca,krísis	Eski Yunanca,krínō	;
cefakâr;orig	Arapça,cafāˀ	Farsça,kār	;
barbiturat;orig	Fransızca ve İngilizce ,barbiturate	Almanca ,Barbitursäure	Latince,urea	;
kadı;orig	Arapça,ḳḍy	Arapça,ḳaḍā	;
astragan;orig	öz (Rus),Astraχan	özel adından,χāss-i tarχan	özel adından,tarχan	;
biçim;orig	Eski Türkçe,bıçım	Eski Türkçe,bıç-	;
sübut;orig	Arapça,s̠bt	Arapça,ṯabata	;
kondüit;orig	Fransızca ,conduite	Geç Latince,conductus	Latince,conducere	Latince,ducere, duct-	;
kakao;orig	Fransızca ve İngilizce ,cacao	İspanyolca ,cacao	Nahuatl (Aztek) dilinde,cacauatl	;
fetüs;orig	Yeni Latince,fetus	Latince,fetus	Hintavrupa Anadilinde,*dhē(i)-	;
dizi;orig	Eski Türkçe,tizig	Eski Türkçe,tiz-	;
şalvar;orig	Farsça ve Orta Farsça,şalvār	Farsça ve Orta Farsça,şal	Avesta (Zend) dilinde,var-	Hintavrupa Anadilinde,*wer-<sup>5</sup>	;
ameliyat;orig	Arapça,ˁml	Arapça,ˁamalīyya(t)	;
kitle;orig	Arapça,ktl	;
damping;orig	İngilizce ,dumping	İngilizce ,to dump	;
idol;orig	Fransızca ,idole	Latince,idolum	Eski Yunanca,eídolon	Eski Yunanca,eîdos	;
ucube;orig	Arapça,ˁcb	Arapça,ˁacīb	;
bagaj;orig	Fransızca ,bagage	İspanyolca ,bagaje	Arapça,būḳca	Türkiye Türkçesi,boğça 	;
damak;orig	Eski Türkçe,tamġak	Eski Türkçe,tam-	;
thriller;orig	İngilizce ,thriller	İngilizce ,thrill	Eski İngilizce ,þýrel	;
eşkıya;orig	Arapça,şḳw	Arapça,şaḳīy	;
adil;orig	Arapça,ˁdl	Arapça,ˁadala	;
bel;orig	Farsça,bīl	;
bitap;orig	Farsça,bītāb	Farsça,bī	Farsça,tāb	;
var;orig	Eski Türkçe,bār	Eski Türkçe,bar-	;
veznedar;orig	Farsça,wazne-dār	;
diyabet;orig	Fransızca ,diabète	Latince,diabetes mellitus	Eski Yunanca,diabētēs	Eski Yunanca,diabaínō	Eski Yunanca,baínō	;
şifahi;orig	Arapça,şifāhī	Arapça,şfh	İbranice ,sāphāh	;
köz;orig	Eski Türkçe,köz	Eski Türkçe,köñ- 	;
aceze;orig	Arapça,ˁcz	Arapça,ˁacīz	;
sureta;orig	Arapça,ṣūratan	;
intizam;orig	Arapça,nẓm	Arapça,naẓama	;
alg;orig	Fransızca ,algue	Latince,alga	;
kreasyon;orig	Fransızca ,création	Latince,creatio	Latince,creare	Hintavrupa Anadilinde,*krē-ya-	Hintavrupa Anadilinde,*ker-<sup>3</sup>	;
zeyrek;orig	Farsça ve Orta Farsça,zīrak	;
fular;orig	Fransızca ,foulard	Provansal dilinde,foulat	Provansal dilinde,fouler	;
kendi;orig	Eski Türkçe,kentü	;
kura;orig	Arapça,ḳrˁ	Arapça,ḳarˁ	;
tekzip;orig	Arapça,kḏb	Arapça,kaḏaba	;
hemoroit;orig	Fransızca ,hémorrhoïde	Eski Yunanca,ʰaimorrhoís	Eski Yunanca,ʰaíma	Eski Yunanca,rhéō	;
ehli;orig	Arapça,Ahl	Arapça,ahl	;
tiramisu;orig	İtalyanca,tiramisù	İtalyanca,tira	;
aşure;orig	Arapça,ˁşr	Arapça,ˁaşr 	;
degüstasyon;orig	Fransızca ,dégustation	Latince,degustatio	Latince,gustare	Latince,gusta	;
sükûnet;orig	Arapça,skn	Arapça,sukūn	Arapça,sakana	;
ezber;orig	Farsça,az bar 	Farsça,az	Farsça,barm	;
kılık;orig	Eski Türkçe,kılık	Eski Türkçe,kıl-	;
hık;"none	<p> ""sert nefes ve sümkürme sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
baba;orig	Orta Türkçe,baba	;
entegral;orig	Fransızca ,intégral	Latince,integralis	Latince,integer	;
beleş;orig	Arapça,bilā şayˀ	;
yegâne;orig	Farsça,yagāna	Orta Farsça,ēkānag	Farsça,yak	;
katalpa;orig	Yeni Latince,catalpa	K. Amerika dillerinden Catawba dilinde,catawba	;
icat;orig	Arapça,wcd	Arapça,wacada	;
denli;orig	Türkiye Türkçesi,deŋlü	Türkiye Türkçesi,deŋ	;
cerbeze;orig	Arapça,crbz	Arapça,curbuz	Farsça,gurbuz	;
kezban;orig	özel adından,kaḏ-bānū	;
burka;orig	Arapça,brḳˁ	;
et;orig	Eski Türkçe,et	;
zigon;orig	Fransızca ,table cigogne	Fransızca ,cigogne	Latince,ciconia	;
koleksiyon;orig	Fransızca ,collection	Latince,collectio	Latince,colligere	Latince,legere, lect-	;
gondol;orig	Venedikçe,gondola	Orta Yunanca,kontúra	;
avize;orig	Farsça,āvīza	Farsça,āvīχtan, āvīz-	Avesta (Zend) dilinde,ā-vaeg-, ā-vaeça-	Avesta (Zend) dilinde,vaeg-, vaeç-	Hintavrupa Anadilinde,*weig-	;
efdal;orig	Arapça,fḍl	Arapça,fāḍil	;
arus;orig	Arapça,ˁrs	Aramice/Süryanice,ˁrş	;
kutup;orig	Arapça,ḳṭb	Arapça,ḳaṭaba	;
acem;orig	Arapça,ˁcm	İbranice ve Aramice/Süryanice,agamah	İbranice ve Aramice/Süryanice,agam	;
koloni;orig	Fransızca ,colonie	Latince,colonia	Latince,colere, cult-	Hintavrupa Anadilinde,*kʷel-	;
koyun;orig	Eski Türkçe,kodı	Eski Türkçe,kod-	;
erg;orig	Fransızca ve İngilizce ,erg	Eski Yunanca,érgon	;
komodor;orig	İngilizce ,commodore	Holandaca ,kommandeur	Fransızca ,commandeur	;
bit|mek;orig	Eski Türkçe,büt-	;
kimono;orig	Fransızca ve İngilizce ,kimono	Japonca ,kimono	Japonca ,ki	Japonca ,kiri	Japonca ,mono	;
grafit;orig	Fransızca ,graphite	Almanca ,Grafit	Eski Yunanca,gráphō	;
kontinü;orig	Fransızca ,continu	Latince,continuus	Latince,continere, content-	;
empermeabl;orig	Fransızca ,imperméable	Latince,permeare	Latince,meare	Hintavrupa Anadilinde,*mei-<sup>1</sup>	;
bar;orig	Ermenice,bar	;
kakofoni;orig	Fransızca ,cacophonie	Eski Yunanca,kakophonía	Eski Yunanca,kakós	Eski Yunanca,phonḗ	;
apış|mak;orig	Türkiye Türkçesi,apış apış 	;
çintar;orig	Farsça,*çandar	;
somatik;orig	Fransızca ,somatique	Eski Yunanca,sōmatikós	Eski Yunanca,sōma	Hintavrupa Anadilinde,*twō-mn-	Hintavrupa Anadilinde,*teuə-<sup>2</sup>	;
stel;orig	Fransızca ve İngilizce ,stèle	Latince,stela	Eski Yunanca,stḗlē	Hintavrupa Anadilinde,*stel-	;
diskur;orig	Fransızca ,discours	Latince,discursus	Latince,discurrere, discurs-	Latince,currere, curs-	;
espadril;orig	Fransızca ,espadrille	Katalanca ,espardillo	Katalanca ,espart	Eski Yunanca,spárton	;
zakkum;orig	Arapça,zḳm	;
soydaş;orig	Türkiye Türkçesi,soy	;
kirebolu;orig	Yeni Yunanca,kiropólis	Eski Yunanca,kērós	;
inha;orig	Arapça,nhw	Arapça,nahā	;
amiyane;orig	Arapça,ˁāmmī	Arapça,ˁmm	;
tonilato;orig	İtalyanca,tonnellato	Geç Latince,tonnella	Latince,tonna 	;
kavga;orig	Farsça,ġavġā	Farsça,ġav	;
kalaşnikov;orig	ticari markasından,Mikhail Kalaşnikov	özel adından,kalaşnik	;
zifir;orig	Arapça,ḏfr	Arapça,ḏafira	;
kuvöz;orig	Fransızca ,couveuse	Fransızca ,couver	Latince,cubare	;
cirit;orig	Arapça,crd	Arapça,carada	;
bucurgat;orig	Yeni Yunanca,bozargátis 	Yeni Yunanca,ergátis	;
kerkenez;orig	Yeni Yunanca ve Eski Yunanca,kerχnēís	Eski Yunanca,kérχnos	;
börülce;orig	Eski Türkçe,bögür	;
ıslah;orig	Arapça,ṣlḥ	Arapça,ṣalaḥa	;
gaz;orig	Fransızca ,gaze	Arapça,ḳazz	Orta Farsça,kac 	;
aşna fişne;orig	Farsça,āşnā 	;
cürmümeşhut;orig	Arapça,curmi maşhūd	Arapça,curm	Arapça,şhd	;
takunya;orig	Yeni Yunanca,takúnion	İtalyanca,taccone	İtalyanca,tacco	;
beyan;orig	Arapça,byn	Arapça,bāna	;
bari;orig	Farsça,bārī	Farsça,bār	;
hertz;orig	Fransızca ve İngilizce ve Almanca ,hertz	;
tutmaç;orig	Eski Türkçe,tutmac	Eski Türkçe,tut-	;
tandem;orig	İngilizce ,tandem	Latince,tandem	;
aksata;orig	Arapça,aχḏ u iˁṭā	;
eviç;orig	Arapça,Awc	;
çim|mek;orig	Orta Türkçe,çim-	Eski Türkçe,çom- 	;
tak|mak;orig	Eski Türkçe,tak-	;
şelf;orig	İngilizce ,continental shelf	İngilizce ,shelf	Germence,*skelf-	Hintavrupa Anadilinde,*(s)kel-<sup>1</sup>	;
durgun;orig	Eski Türkçe,turkun	Eski Türkçe,tur-	;
biseksüel;orig	Fransızca ,bisexuel	İngilizce ,bisexual	;
hulul;orig	Arapça,ḥll	Arapça,ḥalla	;
hörgüç;orig	Eski Türkçe,örküç	Eski Türkçe,ör-	;
kum;orig	Eski Türkçe,kum	;
kolon;orig	Fransızca ,colon	Eski Yunanca,kṓlon	Hintavrupa Anadilinde,*kōl-o-	Hintavrupa Anadilinde,*(s)kel-<sup>3</sup>	;
talebe;orig	Arapça,ṭlb	Arapça,ṭālib	;
trompet;orig	Fransızca ,trompette	İtalyanca,trompetta	İtalyanca,tromba	;
yığın;orig	Eski Türkçe,yıġın	Eski Türkçe,yıġ-	;
yuvar;orig	Türkiye Türkçesi,yuvarlak	;
çözüm;orig	Türkiye Türkçesi,çöz-	;
bedbin;orig	Farsça,bad bīn	Farsça,bad	Farsça,bīn	Orta Farsça,vēn	Avesta (Zend) dilinde,vaēna-	;
aygır;orig	Eski Türkçe,adġır	;
dekatlon;"orig	Fransızca &lt;/b&gt; <i>décathlon</i> ""on dalda spor müsabakası"" sözcüğünden,déka	Eski Yunanca,áthlon	";
kefalet;orig	Arapça,kfl	Arapça,kafala	;
teratoloji;orig	Fransızca ,tératologie	;
keten;orig	Arapça ve Farsça,katān	Aramice/Süryanice,kīttān 	Akatça,kitūm 	Sumerce,gada	;
şehir;orig	Arapça,şhr	Arapça,şahara	;
emtia;orig	Arapça,mtˁ	Arapça,matāˁ	;
dümdar;orig	Farsça,dumdār	Farsça ve Orta Farsça,dumb	;
tezkere;orig	Arapça,ḏkr	Arapça,ḏakara	;
çiş;orig	Eski Türkçe,çiş	;
faşizan;orig	Fransızca ,fascisant	Fransızca ,fascisme	;
yordam;orig	Türkiye Türkçesi,yort-	Türkiye Türkçesi,yorı-	;
agresyon;orig	Fransızca ,agression	Latince,agressio	Latince,aggredi	Latince,gradi, gress-	;
adolesans;orig	Fransızca ,adolescence	Latince,adolescentia	Latince,adolescere, adult-	Latince,alere	;
boson;orig	İngilizce ,boson	;
balyoz;orig	Yeni Yunanca,bailós	İtalyanca,bailo	Geç Latince,baiulare	Geç Latince,bagulum 	;
şüheda;orig	Arapça,şhd	Arapça,şahīd	;
elmas;orig	Arapça ve Farsça,almās	Orta Farsça,almās	Akatça,elmēşu	;
ekspres;orig	Fransızca ,expresse	İngilizce ,express	Latince,expressus	Latince,exprimere	Latince,premere, press-	;
inan|mak;orig	Eski Türkçe,ınan-	Eski Türkçe,*ına-	;
dönem;orig	Türkiye Türkçesi,dön-	;
ulya;orig	Arapça,ˁlw	Arapça,aˁlā	;
dümbelek;orig	Arapça ve Farsça,tabl	;
aç|mak;orig	Eski Türkçe,aç-	;
kula;orig	Eski Türkçe,kula	;
totoloji;orig	Fransızca ,tautologie	Eski Yunanca,tautología	Eski Yunanca,t'autó	Eski Yunanca,lógos	;
indirge|mek;orig	Türkiye Türkçesi,indir-	;
gargara;orig	Arapça,ġr	;
cumhuriyet;orig	Arapça,cumhūr	;
itki;orig	Türkiye Türkçesi,it-	;
şehbender;orig	Farsça,şahbandar	Farsça,şah	Farsça,bandar	;
çiz|mek;orig	Orta Türkçe,cız- 	Eski Türkçe,yaz-	;
tavan;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
egzersiz;orig	Fransızca ,exercice	Latince,exercitium	Latince,exercere	Latince,arcere, arct-	Hintavrupa Anadilinde,*ark-	;
intikam;orig	Arapça,nḳm	Arapça,naḳama	;
canhıraş;orig	Farsça,cānχirāş	Farsça,cān	Farsça,χirāş	Farsça,χirāşīdan	;
yatsı;orig	Türkiye Türkçesi,yat-	;
bedihi;orig	Arapça,badīhī	Arapça,bdh	Arapça,badaha	;
darbuka;orig	Arapça,darabukka	;
akran;orig	Arapça,ḳrn	Arapça,ḳirn	;
evele|mek;orig	Türkiye Türkçesi,evetle-	;
suzeni;orig	Farsça,sūzanī	Farsça ve Orta Farsça,sūzan	Sanskritçe,sūçi	Hintavrupa Anadilinde,*syū-	;
zaaf;orig	Arapça,ḍˁf	Arapça,ḍaˁufa	;
gariban;orig	Türkiye Türkçesi,garip	;
donkişot;orig	özel adından,don	Latince,dominus	İspanyolca ,quijote	Katalanca ,cuixot	Latince,coxa	;
gıpta;orig	Arapça,ġbṭ	Arapça,ġabaṭa	;
boarding;orig	İngilizce ,boarding	İngilizce ,board	Fransızca ,border	;
ventil;orig	İngilizce ,ventil	Geç Latince,ventile	Latince,ventus	Hintavrupa Anadilinde,*wē-nto-	Hintavrupa Anadilinde,*wē-	;
kırtıpil;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
yapıncak;orig	Türkiye Türkçesi,yapğın 	;
giriftar;orig	Farsça,giriftār	Farsça,giriftan	;
volta;orig	İtalyanca,volta	Latince,voluta	Latince,voluere	Hintavrupa Anadilinde,*wel-<sup>3</sup>	;
apukurya;"none	<p>Yunanca sözcük Latince <i>carne-vale</i> ""ete veda, karnaval"" eşdeğeridir. </p>";
istimna;orig	Arapça,mny	Arapça,manī	;
tavsif;orig	Arapça,wṣf	Arapça,waṣafa	;
sondaj;orig	Fransızca ,sondage	Fransızca ,sonder	;
kertenkele;orig	Yeni Yunanca ve Eski Yunanca,krokódilos	Eski Yunanca,krókē	Eski Yunanca,drílos	;
hurdahaş;orig	Farsça,χord u χāş	Farsça,χord	Farsça,χāş	;
iktidar;orig	Arapça,ḳdr	Arapça,ḳadara	;
tornistan;orig	İngilizce ,turn astern	İngilizce ,turn	Fransızca ,tourner	İngilizce ,stern	Eski İngilizce ,stēor	Germence,*steurō	;
ihram;orig	Arapça,ḥrm	Arapça,ḥarama	;
yani;orig	Arapça,ˁny	Arapça,ˁanā	;
yanpiri;orig	Türkiye Türkçesi,yan	;
yalapşap;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
tıp;"none	<p> ""ayak sesi, damla sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
strüktür;orig	Fransızca ,structure	Latince,structura	Latince,struere	Hintavrupa Anadilinde,*streu-	Hintavrupa Anadilinde,*sterə-	;
kaftan;orig	Arapça ve Farsça,ḳaftān 	Eski Türkçe,*kap-ton	;
kayser;orig	Arapça,ḳayṣār	Orta Yunanca,kaîsar	Latince,caesar	özel adından,caedere, caes-	;
boyar;orig	Rusça ,boyar	Kıpçakça,bay	;
aşıt;orig	Türkiye Türkçesi,aş-	;
fazla;orig	Arapça,fḍl	Arapça,faḍala	;
jenerasyon;orig	Fransızca ,génération	Latince,generatio	Latince,generare	Latince,genus, gener-	;
şevket;orig	Arapça,şwk	Arapça,şāka	;
çinko;orig	İtalyanca,cinque	Latince,quinque, quint-	;
bahar;orig	Arapça,bhr	Farsça,bahār	;
hafiye;orig	Arapça,χfy	Arapça,χafā	;
sükûn;orig	Arapça,skn	Arapça,sakana	Aramice/Süryanice,şkn	Akatça,şakānu	Akatça,kānu	;
işmar;orig	Ermenice,nşmar	Orta Farsça,*nişmār	Orta Farsça,oşmūrdan, oşmār-	;
tedarik;orig	Arapça,drk	Arapça,daraka	;
dalga;orig	Orta Türkçe,talkaġ 	Orta Türkçe,*talka-	Eski Türkçe,tal-	;
şap;orig	Farsça,şāb	Arapça,şbb	Arapça,şabba	;
tezyit;orig	Arapça,zyd	Arapça,zāda	;
konkurhipik;orig	Fransızca ,concours hippique	;
figüratif;orig	Fransızca ,figuratif	Fransızca ,figurer	;
aloe;orig	İngilizce ,aloe	Eski Yunanca,alóē	İbranice ,ahalā	;
zerzevat;orig	Farsça,sabzī	;
biçem;orig	Türkiye Türkçesi,biç-	;
darülfülfül;orig	Arapça,dāru'l-fulful	Farsça,dār-i pilpil	Farsça,dār	Farsça,pilpil	Sanskritçe,pippalī	;
kontrfile;orig	Fransızca ,contre-filet	;
koter;orig	Fransızca ,cautère	Latince,cauterium	Eski Yunanca,kautḗr	Eski Yunanca,kaíō	Hintavrupa Anadilinde,*kəw-yo-	Hintavrupa Anadilinde,*kāu-	;
takbih;orig	Arapça,ḳbḥ	Arapça,ḳabuḥa	;
uzuv;orig	Arapça,ˁḍw	;
bazuka;orig	İngilizce ,bazooka	;
çık|mak;orig	Eski Türkçe,çık-	;
klemens;orig	Almanca ,Klemme	Almanca ,klemmen	;
tümce;orig	Türkiye Türkçesi,tüm	;
tabur;orig	Macarca ,tábor	Kıp ve Çağatayca,dapkur 	Moğolca ,dabkur	Moğolca ,dabta-	;
enişte;orig	Farsça,anguşta	Farsça,anguşt	;
haşat;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
koca|mak;orig	Türkiye Türkçesi,kocal-	Orta Türkçe,koca	;
