language family;word;etymology
Proto-Mongolian:;*sormu-;"[(u'Written Mongolian:', [u'sormu(u)su(n) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 729)']), (u'Middle Mongolian:', [u'sormue (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u"" 45), surimusun ('body hair') ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u""), s\u0323ormos\u0323u 'eyelid' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u'), surbisun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u'), sarmas\u016bn (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=236"" target=""_blank"">Lig.VMI</a>, u')']), (u'Khalkha:', u'sormos(on), sorm\u016bs(an)'), (u'Buriat:', u'hor\u0301moho(n)'), (u'Kalmuck:', u'sorm\u0323sn\u0323'), (u'Ordos:', u'sorm\u016bs, sorm\u016bsu'), (u'Dongxian:', u'somosun')]"
Proto-Mongolian:;*soru-;"[(u'Written Mongolian:', [u'soru-, sor- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 729)']), (u'Khalkha:', u'soro-'), (u'Buriat:', u'horo-'), (u'Kalmuck:', u'sor-'), (u'Ordos:', u'soro-'), (u'Shary-Yoghur:', u'soro-')]"
Proto-Mongolian:;*sowsar;"[(u'Written Mongolian:', [u'sowsar, (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 741, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=284"" target=""_blank"">DO</a>, u' 595) suusar']), (u'Khalkha:', u's\u016bsar'), (u'Kalmuck:', [u'suwsr\u0323 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=211"" target=""_blank"">\u041a\u0420\u0421</a>, u')']), (u'Ordos:', u's\u016bsar')]"
Proto-Mongolian:;*södürge;"[(u'Written Mongolian:', [u's\xf6d\xfcrge (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 730)']), (u'Khalkha:', u's\xf6dr\xf6g'), (u'Kalmuck:', u""s\xfcd\xfc-g\xfcl\u01ef- 'to limp slightly'"")]"
Proto-Mongolian:;*sögeɣe- / -k-;"[(u'Written Mongolian:', [u's\xf6gege- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 730)']), (u'Middle Mongolian:', [u'soko- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 35), suke- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u'), suge- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Khalkha:', u's\xf6x\xf6\u0304-'), (u'Buriat:', u'h\xfcge-'), (u'Monguor:', [u""sg\u014d- 'maudire, injurer, faire des impre\u0301cations' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 348)']), (u'Mogol:', [u'suka- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=189"" target=""_blank"">Weiers</a>, u')'])]"
Proto-Mongolian:;*sögüd-;"[(u'Written Mongolian:', [u's\xf6g\xfcd- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 731)']), (u'Middle Mongolian:', [u'sogat- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 35), sogot- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u')-, suked- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Khalkha:', u's\xf6gd-'), (u'Buriat:', u'h\xfcgde-'), (u'Kalmuck:', u's\xf6gd-, s\xf6kt-'), (u'Ordos:', u's\xf6g\xf6d-'), (u'Dagur:', u'sugdu-'), (u'Shary-Yoghur:', u's\xf6g\xf6d-'), (u'Monguor:', [u'sogodi- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 352), (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=172"" target=""_blank"">MGCD</a>, u' sugod\u01dd-)'])]"
Proto-Mongolian:;*sögüɣe;"[(u'Written Mongolian:', [u's\xf6g\xfcge (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=210"" target=""_blank"">\u041c\u0425\u0422\u0422\u0422</a>, u')']), (u'Khalkha:', u's\xf6g\xf6\u0304')]"
Proto-Mongolian:;*söɣe-;"[(u'Written Mongolian:', [u's\xf6ge- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 730)']), (u'Khalkha:', u's\xf6\u0304-'), (u'Buriat:', u'h\xf6\u0304lde-'), (u'Kalmuck:', u's\xf6\u0304-'), (u'Ordos:', u's\xf6\u0304-')]"
Proto-Mongolian:;*söɣel;"[(u'Written Mongolian:', u's\xf6gel'), (u'Kalmuck:', u's\xf6\u0304l'), (u'Ordos:', u""s\xf6\u0304l 'ugly, unpleasant' (?)"")]"
Proto-Mongolian:;*söɣem;"[(u'Written Mongolian:', [u's\xf6gem, s\xf6g\xfcm (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 731)']), (u'Khalkha:', u's\xf6\u0304m'), (u'Buriat:', u""h\xf6\u0304m 'span'""), (u'Kalmuck:', u's\xf6\u0304m'), (u'Ordos:', u's\xf6\u0304m'), (u'Shary-Yoghur:', u's\u014dm')]"
Proto-Mongolian:;*söl;"[(u'Written Mongolian:', [u's\xf6l, s\xf6l\xfc (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 731)']), (u'Khalkha:', u's\xf6l'), (u'Kalmuck:', u's\xf6l')]"
Proto-Mongolian:;*söl-;[(u'Kalmuck:', u's\xf6lz\u025b\u0304')]
Proto-Mongolian:;*söl-sü;"[(u'Written Mongolian:', [u's\xf6s\xfc(n), s\xf6ls\xfc(n) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 732)']), (u'Middle Mongolian:', [u'\u0161uel\xfcsun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 47), s\xfclsu (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u'), s\u01ddls\u01ddn (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Khalkha:', u's\xf6s'), (u'Buriat:', u'h\xfclhen'), (u'Kalmuck:', [u'\u010d\xf6sn\u0323 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=211"" target=""_blank"">\u041a\u0420\u0421</a>, u') (?)']), (u'Ordos:', u'\u01ef\xfcs\xfc (?)'), (u'Dongxian:', u'\u0161iensun'), (u'Baoan:', u'selso\u014b'), (u'Dagur:', [u""\u010dule\u010di 'spleen, gall bladder?' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=170"" target=""_blank"">MD</a>, u' 131) (?)']), (u'Shary-Yoghur:', u's\xf6\u0304sun'), (u'Monguor:', [u's\u016br\u0292\u01dd (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 364), s\u016bl\u0292\u01dd'])]"
Proto-Mongolian:;*möɣer;"[(u'Written Mongolian:', [u'm\xf6ger (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 545)']), (u'Middle Mongolian:', [u""mo'er 'felloe, rim' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 18)']), (u'Khalkha:', u'm\xf6\u0304r'), (u'Buriat:', u'm\xf6\u0304r(e)'), (u'Kalmuck:', u'm\xf6\u0304r'), (u'Dagur:', [u'm\u0113r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 154)'])]"
Proto-Mongolian:;*möɣer-sü (-ŋ-);"[(u'Written Mongolian:', [u'm\xf6ge(r)s\xfc, m\xf6\u014bg\xfcrs\xfc (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 545: m\xf6geres\xfc(n))']), (u'Middle Mongolian:', [u""muqursun 'marrow, pith' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Khalkha:', u'm\xf6g\xf6\u0304(r)s, m\xf6\u0304rs'), (u'Buriat:', u'me\u014bg\u0113rhe(n)'), (u'Kalmuck:', u'm\xf6\u0304rsn\u0323'), (u'Ordos:', u'm\xf6\u0304r\xf6s\xfc, m\xf6\u0304r\xf6s'), (u'Dagur:', u'muem\u010di'), (u'Monguor:', [u'mu\u014bgir\u0292\u01dd (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 248), (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=172"" target=""_blank"">MGCD</a>, u' mung\u01ddrs\u01dd)'])]"
Proto-Mongolian:;*mök-;"[(u'Written Mongolian:', [u'm\xf6k\xfc\u010de 1, m\xf6k\xfcr\xfc 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=210"" target=""_blank"">\u041c\u0425\u0422\u0422\u0422</a>, u')']), (u'Khalkha:', u'm\xf6x\xf6c 1, m\xf6xr\u01d6 2 (Gomb.)')]"
Proto-Mongolian:;*möki?;[(u'Baoan:', u'mok\u01dd')]
Proto-Mongolian:;*mökü-;"[(u'Written Mongolian:', [u'm\xf6k\xfc- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 545)']), (u'Khalkha:', u'm\xf6x\xf6-'), (u'Buriat:', u'm\xfcxe-'), (u'Kalmuck:', u""m\xf6kr- 'be unable'""), (u'Ordos:', u""m\xf6\u03c7\xf6- 'subir des malheurs'""), (u'Baoan:', u'm\u025bg\u01dd-'), (u'Dagur:', [u'muku- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 155)'])]"
Proto-Mongolian:;*möli-;"[(u'Written Mongolian:', [u'm\xf6li- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 546)']), (u'Khalkha:', u'm\xf6l\xf6-'), (u'Buriat:', u'm\xfcli-'), (u'Kalmuck:', u'm\xf6l-')]"
Proto-Mongolian:;*mölki-;"[(u'Written Mongolian:', [u'm\xf6lk\xfc- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 546)']), (u'Khalkha:', u'm\xf6lx\xf6-'), (u'Buriat:', u'm\xfclxi-'), (u'Kalmuck:', u'm\xf6lk\u01dd-'), (u'Ordos:', u'm\xf6l\u03c7\xf6-'), (u'Dagur:', [u'milku-, mulku- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 154)']), (u'Shary-Yoghur:', u'm\u01ddlg\u01dd-'), (u'Mogol:', [<a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=201"" target=""_blank"">ZM</a>, u' molku- (10-4b)'])]"
Proto-Mongolian:;*möl-sü, *möl-dür;"[(u'Written Mongolian:', [u'm\xf6s\xfc(n), m\xf6ls\xfc(n) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 546, 550) 1, m\xf6nd\xfcr 2']), (u'Middle Mongolian:', [u'molsun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 1, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u'), mulsun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u'), mundur (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 2), m\u016bls\u016bn (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=236"" target=""_blank"">Lig.VMI</a>, u')']), (u'Khalkha:', u'm\xf6s 1, m\xf6nd\xf6r 2'), (u'Buriat:', u'm\xfcl\u0301he(n)'), (u'Kalmuck:', u'm\xf6sn'), (u'Ordos:', u'm\xf6s\xfc'), (u'Dongxian:', [u'mensun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=172"" target=""_blank"">MGCD</a>, u' mand\u01ddu 2)']), (u'Baoan:', [u'men\u0161u (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=172"" target=""_blank"">MGCD</a>, u' mins\u0301\u01ddu)']), (u'Dagur:', [u'meise, meis (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 154) 1; murtul 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 155), mejse 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=170"" target=""_blank"">MD</a>, u' 190), muretule 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=170"" target=""_blank"">MD</a>, u' 192)']), (u'Shary-Yoghur:', u'm\xf6s\u01ddn'), (u'Monguor:', [u'mor\u0292\u01dd (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 240), (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=172"" target=""_blank"">MGCD</a>, u' mols\u01dd)'])]"
Proto-Mongolian:;*möltüre- / *multura-;"[(u'Written Mongolian:', [u'm\xf6lt\xfcre- / multura- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 546, 551)']), (u'Middle Mongolian:', [u'mulitul (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u"" 40) 'to take off, move out'""]), (u'Khalkha:', u""m\xf6ltr- / multr-; multla- 'to take off, move out'""), (u'Buriat:', u""m\xfclterxej 'slippy, intangible'""), (u'Kalmuck:', [u'm\xf6lt\u01ddr\u01dd- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=211"" target=""_blank"">\u041a\u0420\u0421</a>, u')']), (u'Dongxian:', u'mutur\u01dd-'), (u'Monguor:', [u'mutir\u0113- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 252), mut\u01ddr\u0113-; mutili- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 252), mut\u01ddl\u01dd-'])]"
Proto-Mongolian:;*mölǯi-;"[(u'Written Mongolian:', [u'm\xf6l\u01efi- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 546)']), (u'Khalkha:', u'm\xf6l\u01efi-'), (u'Buriat:', u'm\xfcl\u017ee-'), (u'Kalmuck:', u'm\xf6l\u01ef\u01dd-'), (u'Ordos:', u'm\xf6l\u01efi-'), (u'Monguor:', [u'mur\u0292\u0301\u0113- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 248), mor\u0292\u0301i- (Huzu)']), (u'Mogol:', [<a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=201"" target=""_blank"">ZM</a>, u' mol\u01efi- (16-6a)'])]"
Proto-Mongolian:;*mömü;"[(u'Written Mongolian:', [u'm\xf6m\xfc (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=220"" target=""_blank"">\u0411\u0410\u041c\u0420\u0421</a>, u')']), (u'Khalkha:', u'm\xf6\u0304m, m\xf6\u0304m\xf6\u0304, m\u0113m')]"
Proto-Mongolian:;*mö-n;"[(u'Written Mongolian:', [u'm\xf6n (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 547)']), (u'Middle Mongolian:', [u'mun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u't)']), (u'Khalkha:', u'm\xf6n'), (u'Buriat:', u'm\xfcn'), (u'Kalmuck:', [u'm\xf6n (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=211"" target=""_blank"">\u041a\u0420\u0421</a>, u')']), (u'Ordos:', u'm\xf6n'), (u'Mogol:', [u'm\u0254na (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=189"" target=""_blank"">Weiers</a>, u')'])]"
Proto-Mongolian:;*möndele;"[(u'Written Mongolian:', [u'm\xf6ndele (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 547: m\xf6nd\xfcl)']), (u'Khalkha:', u'm\xf6nd\xf6l')]"
Proto-Mongolian:;*mör;"[(u'Written Mongolian:', [u'm\xf6r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 548)']), (u'Middle Mongolian:', [u'mor (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 4, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u'), mor (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u'), mur (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Khalkha:', u'm\xf6r'), (u'Buriat:', u'm\xfcr'), (u'Kalmuck:', u'm\xf6r'), (u'Ordos:', u'm\xf6r'), (u'Dongxian:', u'mo'), (u'Baoan:', u'mor'), (u'Dagur:', [<i>mure</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=170"" target=""_blank"">MD</a>, u' 192)']), (u'Shary-Yoghur:', u'm\xf6r'), (u'Monguor:', [u'm\u014dr (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 240), (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=172"" target=""_blank"">MGCD</a>, u' mur)']), (u'Mogol:', [u'm\xfcr; ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=201"" target=""_blank"">KT</a>, u' mor (11-2b)'])]"
Proto-Mongolian:;*mören;"[(u'Written Mongolian:', [u'm\xf6ren (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 548)']), (u'Middle Mongolian:', [u'muren (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 2, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u'), mur\xe4n (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Khalkha:', u'm\xf6r\xf6n'), (u'Buriat:', u'm\xfcre(n)'), (u'Kalmuck:', u'm\xf6rn\u0323'), (u'Ordos:', u'm\xf6r\xf6n'), (u'Dongxian:', u'moren, moran'), (u'Baoan:', u'moro\u014b'), (u'Dagur:', [<i>mure</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 155, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=170"" target=""_blank"">MD</a>, u' 192), mur (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 155)']), (u'Shary-Yoghur:', u'mer\u0113n, mer\u0113m'), (u'Monguor:', [u'mur\u014dn (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 250)'])]"
Proto-Mongolian:;*mörü;"[(u'Written Mongolian:', [u'm\xf6r\xfc(n) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 549)']), (u'Middle Mongolian:', [u'muru (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=176"" target=""_blank"">SH</a>, u'), muro (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=156"" target=""_blank"">HY</a>, u' 46), murun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Khalkha:', u'm\xf6r'), (u'Buriat:', u'm\xfcr(e)'), (u'Kalmuck:', [u'm\xf6rn\u0323 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=211"" target=""_blank"">\u041a\u0420\u0421</a>, u')']), (u'Ordos:', u'm\xf6r\xf6'), (u'Dagur:', [u'muru, mur (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=169"" target=""_blank"">\u0422\u043e\u0434. \u0414\u0430\u0433.</a>, u' 155), mure (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=170"" target=""_blank"">MD</a>, u' 192)']), (u'Shary-Yoghur:', u'mur\u01dd, m\u01ddr\u01dd')]"
Proto-Mongolian:;*mösü(n);"[(u'Written Mongolian:', [u'm\xf6s\xfc(n) (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=155"" target=""_blank"">L</a>, u' 550)']), (u'Khalkha:', u'm\xf6s'), (u'Buriat:', u""nege m\xfchen '\u0441\u0440\u0430\u0437\u0443'""), (u'Monguor:', [u""musu (: nige-musu) 'entie\u0300rement, tout a\u0300 fait, en entier' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=157"" target=""_blank"">SM</a>, u' 275)'])]"
