language family;word;etymology
Proto-Turkic:;*jān(u)-;"[(u'Old Turkic:', u'jan- (OUygh.)'), (u'Karakhanid:', [u'jan- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tatar:', u'jana-, dial. janu-'), (u'Uzbek:', u'jan-'), (u'Uighur:', u'\u01efonu-'), (u'Azerbaidzhan:', u'jan\u0268- (dial.)'), (u'Turkmen:', u""j\u0101n-\u01efa- 'to reproach'""), (u'Yakut:', u's\u0101n-'), (u'Bashkir:', u'jana-'), (u'Balkar:', u'\u017ean-, \u017ea\u014b-, \u01efan\u0268-, zan\u0268-'), (u'Gagauz:', u'j\u0101n-')]"
Proto-Turkic:;*jāp;"[(u'Middle Turkic:', [<i>jap</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'j\u0254p'), (u'Turkmen:', u'j\u0101p'), (u'Kirghiz:', u'\u01efap'), (u'Kazakh:', u'\u017eap'), (u'Karakalpak:', u'\u017eap')]"
Proto-Turkic:;*jāpa(k);"[(u'Turkish:', u'jaba 1, dial. 2'), (u'Tatar:', u'jaba'), (u'Middle Turkic:', [u'japa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u') 2']), (u'Uzbek:', u'j\u0101wa (dial.) 1'), (u'Azerbaidzhan:', u'jaba 1'), (u'Turkmen:', u'j\u0101baq, j\u0101ba 1'), (u'Kazakh:', u'\u017eaba (dial.) 1'), (u'Gagauz:', u'jaba 1'), (u'Karaim:', u'\u01efaba 2'), (u'Karakalpak:', u'\u017eaba 1'), (u'Salar:', u'j\u014dwa, jowa 1')]"
Proto-Turkic:;*jāŕ;"[(u'Old Turkic:', u'jaz 2 (Orkh., OUygh.)'), (u'Karakhanid:', [u'jaz 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jaz 2'), (u'Tatar:', u'jaz 1'), (u'Middle Turkic:', [u'jaz (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u' 1, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u' 2)']), (u'Uzbek:', u'j\u0254z 2'), (u'Uighur:', u'jaz 2'), (u'Sary-Yughur:', u'jaz 1'), (u'Azerbaidzhan:', u'jaz 1'), (u'Turkmen:', u'j\u0101z 1'), (u'Khakassian:', u'\u010das 1'), (u'Oyrat:', u'jas, d\u0301as 1'), (u'Halaj:', u'j\u0101z 2'), (u'Chuvash:', u's\u0301or 1'), (u'Yakut:', u's\u0101s 1'), (u'Dolgan:', u'h\u0101s 1'), (u'Tuva:', u'\u010das 1'), (u'Tofalar:', u'\u010da\u0161 1'), (u'Kirghiz:', u'\u01efaz 1'), (u'Kazakh:', u'\u017eaz 2'), (u'Noghai:', u'jaz 2'), (u'Bashkir:', u'ja\u03b4 1'), (u'Balkar:', u'zaz 2'), (u'Gagauz:', u'j\u0101z 2'), (u'Karaim:', u'jaz 1'), (u'Karakalpak:', u'\u017eaz 2'), (u'Salar:', u'jaz 1'), (u'Kumyk:', u'jaz 1')]"
Proto-Turkic:;*jạ̄r;"[(u'Karakhanid:', [<i>jar</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jar'), (u'Tatar:', u'jar'), (u'Middle Turkic:', [<i>jar</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u01efar'), (u'Uighur:', u'jar'), (u'Azerbaidzhan:', u'jar-Gan'), (u'Turkmen:', u'j\u0101r'), (u'Khakassian:', u'\u010dar'), (u'Oyrat:', u'd\u0301ar'), (u'Chuvash:', u's\u0301\u0268r'), (u'Yakut:', u's\u0268\u0304r'), (u'Dolgan:', u'h\u0268\u0304r'), (u'Kirghiz:', u'\u01efar'), (u'Kazakh:', u'\u017ear'), (u'Noghai:', u'jar'), (u'Bashkir:', u'jar'), (u'Gagauz:', u'jar'), (u'Karaim:', u'jar'), (u'Kumyk:', u'jar')]"
Proto-Turkic:;*jạ̄ŕ-;"[(u'Old Turkic:', u'jaz- (OUygh.)'), (u'Karakhanid:', [u'jaz- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jaz\u0268k (n.)'), (u'Tatar:', u'jaz-'), (u'Middle Turkic:', [u'jaz- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uzbek:', u'j\u0254z-'), (u'Azerbaidzhan:', u'jaz\u0268G (n.)'), (u'Turkmen:', u'j\u0101z-, j\u0101z\u0268q (n.)'), (u'Khakassian:', u'\u010das-'), (u'Oyrat:', u'jas-, d\u0301as-'), (u'Yakut:', u's\u0268\u0304s-'), (u'Dolgan:', u'h\u0268\u0304s-'), (u'Tuva:', u'\u010das-'), (u'Kirghiz:', u'\u01efaz-'), (u'Kazakh:', u'\u017eaz-'), (u'Noghai:', u'jaz\u0268q (n.)'), (u'Bashkir:', u'ja\u03b4-'), (u'Balkar:', u'\u01efaz-'), (u'Gagauz:', u'jaz\u0268q (n.)'), (u'Karakalpak:', u'\u017eaz-'), (u'Kumyk:', u'jaz\u0268q (n.)')]"
Proto-Turkic:;*jār-;"[(u'Old Turkic:', [<i>jar-</i>, u' 1 (OUygh.)']), (u'Karakhanid:', [<i>jar-</i>, u' 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', [<i>jar-</i>, u' 1']), (u'Tatar:', [<i>jar-</i>, u' 1']), (u'Middle Turkic:', [<i>jar-</i>, u' 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uzbek:', u'j\u0254r- 1'), (u'Uighur:', [<i>ja(r)-</i>, u' 1']), (u'Sary-Yughur:', [<i>jar-</i>, u' 1']), (u'Azerbaidzhan:', [<i>jar-</i>, u' 1, jar-\u0268G 2']), (u'Turkmen:', u'j\u0101r- 1'), (u'Khakassian:', u'\u010dar- 1'), (u'Shor:', u'\u010dar- 1'), (u'Oyrat:', [<i>jar-,</i>, u' d\u0301ar- 1']), (u'Chuvash:', u's\u0301or- 1'), (u'Yakut:', u""sar-k\u0101x (adj.) 'split'""), (u'Dolgan:', u""sar-k\u0101k (adj.) 'split'""), (u'Tuva:', u'\u010dar- 1'), (u'Kirghiz:', u'\u01efar- 1'), (u'Kazakh:', u'\u017ear- 1'), (u'Noghai:', [<i>jar-</i>, u' 1']), (u'Bashkir:', [<i>jar-</i>, u' 1']), (u'Balkar:', u'\u01efar- 1'), (u'Gagauz:', [<i>jar-</i>, u' 1']), (u'Karaim:', [<i>jar-</i>, u' 1']), (u'Karakalpak:', u'\u017ear- 1'), (u'Salar:', [<i>jar-</i>, u' 1']), (u'Kumyk:', [<i>jar-</i>, u' 1'])]"
Proto-Turkic:;*jās;"[(u'Old Turkic:', u'jas 1 (OUygh.)'), (u'Karakhanid:', [u'jas 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Chuvash:', [u'*s\u0301os ( > Mari s\xf6s ""Ged\xe4chtnisfeier"", Hung. gya\u0301sz, see ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=245"" target=""_blank"">Gombocz 1912</a>, u')']), (u'Yakut:', u""s\u0101t 2, s\u0101s-t\u0101x (folkl.) 'enemy'""), (u'Dolgan:', u""h\u0101t\u0268nnar- 'to shame smb.'"")]"
Proto-Turkic:;*jāt;"[(u'Old Turkic:', u'jat (Orkh., OUygh.)'), (u'Karakhanid:', [u'jat (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jat (dial.)'), (u'Tatar:', u'jat'), (u'Middle Turkic:', [u'jat (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u')']), (u'Uzbek:', u'j\u0254t'), (u'Uighur:', u'jat'), (u'Azerbaidzhan:', u'jad'), (u'Turkmen:', u'j\u0101t'), (u'Khakassian:', u'\u010dat'), (u'Oyrat:', u'jat, d\u0301at'), (u'Kirghiz:', u'\u01efat'), (u'Kazakh:', u'\u017eat'), (u'Noghai:', u'jat'), (u'Bashkir:', u'jat'), (u'Karaim:', u'jat'), (u'Karakalpak:', u'\u017eat'), (u'Kumyk:', u'jat')]"
Proto-Turkic:;*jẹbe-;[(u'Sary-Yughur:', [<i>ever</i>, u' 2']), (u'Khakassian:', u'nebeg 1, ib\u01ddr\u01ddg 4'), (u'Chuvash:', u's\u0301\u044a\u02b7va 1'), (u'Yakut:', u'sibien 3'), (u'Tuva:', u'\u010deveg 1')]
Proto-Turkic:;*jẹbi-;"[(u'Karakhanid:', [u""jebe 'dampness' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tatar:', u'\u01efebe-'), (u'Uzbek:', u'ivi-'), (u'Uighur:', u'ivi-'), (u'Shor:', u'\u010dibi-'), (u'Oyrat:', u'd\u0301ibi-'), (u'Chuvash:', u""s\u0301\u01dd\u02b7ve 'whey'""), (u'Yakut:', u""sib\u012bn- 'fresh'""), (u'Kirghiz:', u'\u01efibi-'), (u'Kazakh:', u'\u017eibi-'), (u'Noghai:', u'jibi-'), (u'Bashkir:', u'jebe-'), (u'Karaim:', u'jibi-, ibi-'), (u'Karakalpak:', u'\u017eibi-'), (u'Kumyk:', u'jibi-')]"
Proto-Turkic:;*jEče;[(u'Old Turkic:', u'je\u010de (Orkh.)')]
Proto-Turkic:;*jẹg-;"[(u'Old Turkic:', u'jeg 1 (Orkh., OUygh.)'), (u'Karakhanid:', [u'jeg 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'je\u0263, jej 1'), (u'Middle Turkic:', [u'jik 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Azerbaidzhan:', u'jeg (dial.) 1'), (u'Turkmen:', u'jeg 1'), (u'Chuvash:', u's\u0301i, s\u0301ije 2')]"
Proto-Turkic:;*jEgin;[(u'Old Turkic:', u'jegen, jegin (OUygh.)'), (u'Turkish:', u'j\u0113n, jegen, jejen'), (u'Tatar:', u'\u01efij\u025bn'), (u'Middle Turkic:', u'jeken, jegen (R.)'), (u'Uzbek:', u'\u01efij\xe4n'), (u'Sary-Yughur:', u'jegen'), (u'Turkmen:', u'jegen'), (u'Khakassian:', u'\u010d\u0113n'), (u'Shor:', u'\u010d\u0113n'), (u'Oyrat:', u'j\u0113n, d\u0301\u0113n'), (u'Yakut:', u'sien'), (u'Tuva:', u'\u010d\u0113n'), (u'Kirghiz:', u'\u01ef\u0113n'), (u'Kazakh:', u'\u017eijen'), (u'Noghai:', u'jijen'), (u'Bashkir:', u'jej\xe4n'), (u'Karakalpak:', u'\u017eijen')]
Proto-Turkic:;*āt-aĺč-;[(u'Tatar:', u'ada\u0161-'), (u'Middle Turkic:', u'ada\u0161-'), (u'Uighur:', u'ada\u0161-'), (u'Turkmen:', u'\u0101da\u0161- (\u0410-\u0411)'), (u'Kirghiz:', u'ada\u0161-'), (u'Kazakh:', u'adas-'), (u'Noghai:', u'adas-'), (u'Bashkir:', u'a\u03b4a\u0161-'), (u'Karaim:', u'ada\u0161-'), (u'Karakalpak:', u'adas-'), (u'Kumyk:', u'ada\u0161-')]
Proto-Turkic:;*bAča-;"[(u'Old Turkic:', u'ba\u010da- 1, ba\u010daq 2 (OUygh.)'), (u'Karakhanid:', [u'ba\u010daq 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')'])]"
Proto-Turkic:;*bAd-rak / *bAd-ruk;"[(u'Old Turkic:', u'badruq (OUygh.)'), (u'Karakhanid:', [u'batraq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u"": 'a lance with piece of silk at its head')""]), (u'Turkish:', u'bajrak'), (u'Tatar:', u'bajraq'), (u'Middle Turkic:', [u'bajraq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'bajr\u0254q, (dial.) bajdaq'), (u'Uighur:', u'bajraq, vajraq, (dial.) bajaq'), (u'Azerbaidzhan:', u'bajraG'), (u'Turkmen:', u'bajdaq'), (u'Kazakh:', u'(dial.) bajraq'), (u'Noghai:', u'bajraq'), (u'Bashkir:', u'bajraq'), (u'Balkar:', u'bajraq'), (u'Gagauz:', u'bajraq'), (u'Karaim:', u'bajraq'), (u'Karakalpak:', u'bajraq'), (u'Kumyk:', u'bajraq')]"
Proto-Turkic:;*bAgatur;"[(u'Old Turkic:', u'ba\u0263atur (Orkh., n. pr.)'), (u'Middle Turkic:', [u'(', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=154"" target=""_blank"">Xwar.</a>, u') bahatur, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=165"" target=""_blank"">CCum</a>, u'. ba\u0263atur']), (u'Turkmen:', u'b\u0101t\u0268r'), (u'Oyrat:', u'b\u0101t\u0268r'), (u'Yakut:', u'b\u0101t\u0268r'), (u'Tuva:', u'm\u0101d\u0268r'), (u'Kirghiz:', u'b\u0101t\u0268r')]"
Proto-Turkic:;*baj ( ~ -ń);"[(u'Karakhanid:', [u'bajat 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u' - Argu, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u'), baj\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u' Oghuz, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u') 3']), (u'Turkish:', u'bajat 2, baj\u0268q (dial.) 3'), (u'Middle Turkic:', [u'bajat 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Oyrat:', u""baj-lu 1, maj- 'first part in a number of theonyms', baj terek 'world tree'""), (u'Yakut:', u""bajanaj 'name of a God'""), (u'Kirghiz:', u""baj terek 'protection, advocacy'"")]"
Proto-Turkic:;*bAja;"[(u'Old Turkic:', u'baja, baja-q\u0268 (OUygh.)'), (u'Karakhanid:', [u'baja (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'baja, bajak'), (u'Tatar:', u'baja'), (u'Middle Turkic:', [u'baja (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'b\u0254ja'), (u'Uighur:', u'baja'), (u'Sary-Yughur:', u'pija'), (u'Azerbaidzhan:', u'bajaG'), (u'Turkmen:', u'bajaq, baja-q\u0268'), (u'Khakassian:', u'paja'), (u'Shor:', u'paja'), (u'Oyrat:', u'baja'), (u'Halaj:', u'bajaq < Az.'), (u'Chuvash:', u'paz\u0301\u044ar'), (u'Tuva:', u'bije'), (u'Tofalar:', u'bij\u025b'), (u'Kirghiz:', u'baja'), (u'Kazakh:', u'baja-\u0263\u0268'), (u'Noghai:', u'baja-\u0263\u0268'), (u'Bashkir:', u'baja'), (u'Karaim:', u'baja-\u0263\u0268, baja-q\u0268'), (u'Karakalpak:', u'baja-\u0263\u0268'), (u'Kumyk:', u'baja-\u0263\u0268')]"
Proto-Turkic:;*bAjɨr;"[(u'Turkish:', u'baj\u0268r 1'), (u'Turkmen:', u'baj\u0268r 1'), (u'Khakassian:', u'p\u0101r 2'), (u'Yakut:', u'b\u0268ar 3'), (u'Gagauz:', u""baj\u0268r 'mountain'""), (u'Karaim:', u'baj\u0268r 1')]"
Proto-Turkic:;*bĀjk-;"[(u'Turkish:', u""bajku\u0161; bajkara 'hawk'""), (u'Middle Turkic:', u'bajqu\u0161, bajq\u0268z'), (u'Turkmen:', u'b\u0101jGu\u0161'), (u'Shor:', u""pajoq 'a k. of bird'""), (u'Kazakh:', u'baj\u0263\u0268z')]"
Proto-Turkic:;*bAj-ra-m/k, bAj-ga;"[(u'Karakhanid:', [u'ba\u03b4ram (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), bajram (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u' Oghuz) 1']), (u'Turkish:', u'bajram 1'), (u'Tatar:', u'b\u025bjr\u025bm 1, b\u025bjgi 2'), (u'Middle Turkic:', [u'bajram (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u') 1, baj\u0263a 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', [u'bajram 1, pajg\xe4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u') 3, bajraq (dial., Khorazm) 3']), (u'Uighur:', u'bajram 1, (dial.- Lobn.) baj\u0263a 1'), (u'Azerbaidzhan:', u'bajram 1'), (u'Turkmen:', u'bajram 1, bajraq 3'), (u'Khakassian:', u'paj 1 (Sag.), pajram 1'), (u'Shor:', [u'bajram 1, paj\u0263a 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')']), (u'Oyrat:', u'bajram 1'), (u'Kirghiz:', u'majram 1, bajge 2, 3'), (u'Kazakh:', u'm\xe4jram 1, b\xe4jge 2, 3, (dial.) bajraq 3'), (u'Noghai:', u'bajram 1'), (u'Bashkir:', u'bajram 1, b\xe4jgi 2, 3'), (u'Balkar:', u'bajram 1'), (u'Gagauz:', u'bajram 1'), (u'Karaim:', u'bajram 1'), (u'Karakalpak:', u'bajram 1, b\xe4jge 2, 3, bajraq 3'), (u'Kumyk:', u'bajram 1')]"
Proto-Turkic:;*bạk-;"[(u'Karakhanid:', [u'baq- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'bak-'), (u'Tatar:', u'baq-'), (u'Middle Turkic:', [u'baq- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u')']), (u'Uzbek:', u'b\u0254q-'), (u'Uighur:', u'baq-'), (u'Azerbaidzhan:', u'bax-'), (u'Turkmen:', u'baq-'), (u'Khakassian:', u'pax-'), (u'Oyrat:', u'baq-'), (u'Chuvash:', u'p\u044a\u02b7x-'), (u'Yakut:', u""b\u0268k- 'to appear, to arise'""), (u'Dolgan:', u""b\u0268k- 'to look out'""), (u'Tuva:', u""baq-q\u0268-la- 'to peek, to arise'""), (u'Tofalar:', u""ba'k-""), (u'Kirghiz:', u""baq- 'to look after'""), (u'Kazakh:', u""baq- 'to look after'""), (u'Noghai:', u""baq- 'to graze'""), (u'Bashkir:', u'baq-'), (u'Balkar:', u'baq-'), (u'Gagauz:', u'baq-'), (u'Karaim:', u'baq-'), (u'Karakalpak:', u""baq- 'to look after'""), (u'Salar:', [<i>pax-,</i>, u' vax- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u' 440, 542)']), (u'Kumyk:', u'baq-')]"
Proto-Turkic:;*bakań;"[(u'Old Turkic:', u'baqanaq 1 (OUygh.)'), (u'Karakhanid:', [u'baqanaq, baqajaq 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bakanak, bak\u0268nak 1, 2 (dial.)'), (u'Tatar:', u'b\u025bk\u025bl 2'), (u'Uighur:', u""baqal\u010d\xe4q 'shinbone'""), (u'Azerbaidzhan:', u'ba\u0263ana\u0263, ba\u0263an\u010da\u0263 3 (dial.)'), (u'Khakassian:', u'pa\u0263ajax, maxajax 2'), (u'Tofalar:', u""mahn\u0268q `metatarsus' (\u0424\u0438\u041b 205)""), (u'Kirghiz:', u'baqaj 3'), (u'Kazakh:', u'baqaj 3'), (u'Noghai:', u'baqaj 3'), (u'Bashkir:', u'b\xe4q\xe4l 3')]"
Proto-Turkic:;*bAkan;"[(u'Karakhanid:', [u'baqan (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')'])]"
Proto-Turkic:;*bakɨr;"[(u'Old Turkic:', u'baq\u0268r 1 (Yen., OUygh.)'), (u'Karakhanid:', [u'baq\u0268r 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'bak\u0268r 1'), (u'Tatar:', u'baq\u0268r 1'), (u'Middle Turkic:', [u'baq\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u') 1']), (u'Uzbek:', u'baqir, paqir 1'), (u'Uighur:', u'paqir 1'), (u'Sary-Yughur:', u'paq\u0268r 1'), (u'Azerbaidzhan:', u'pax\u0268r 2'), (u'Turkmen:', u'baq\u0268r 1'), (u'Khakassian:', [u'p\u0101\u0263\u01ddr (Kyz., ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=289"" target=""_blank"">Joki</a>, u') 1']), (u'Oyrat:', u""baqras 'brass kettle'""), (u'Chuvash:', u'p\u044a\u02b7g\u044a\u02b7r 1'), (u'Yakut:', u""ba\u0263ara\u03c7 'pot for boiling milk'""), (u'Kirghiz:', u'baq\u0268r 1'), (u'Kazakh:', u'baq\u0268r 1'), (u'Noghai:', u'baq\u0268r 1'), (u'Bashkir:', u'baq\u0268r 1'), (u'Balkar:', u'ba\u0263\u0268r 1'), (u'Gagauz:', u'baq\u0268r 1'), (u'Karaim:', u'ba\u0263\u0268r 1'), (u'Karakalpak:', u'baq\u0268r 1'), (u'Kumyk:', u'ba\u0263\u0268r 1')]"
Proto-Turkic:;*bakɨr;[(u'Tatar:', u'baqra'), (u'Chuvash:', u'poxra')]
Proto-Turkic:;*bakna ( ~ -g-);"[(u'Karakhanid:', [u'ba\u0263na (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')'])]"
