word;etymology;related
helyotrop;orig	Fransızca ,héliotrope	Eski Yunanca,ʰēliotrópos	Eski Yunanca,ʰḗlios	Eski Yunanca,trépō	;
abajur;orig	Fransızca ,abat-jour	Fransızca ,abat	Fransızca ,abattre	Fransızca ,jour	Latince,diurnus	Latince,dies	;
vedia;orig	Arapça,wdˁ	Arapça,wadaˁa	;
yonca;orig	Eski Türkçe,yorınçġa	;
gag;orig	İngilizce ,gag	;
dinle|mek;orig	Eski Türkçe,tıŋla-	Eski Türkçe,tınıġ	Eski Türkçe,tın-	;
ensar;orig	Arapça,nṣr	Arapça,nāṣir	Arapça,naṣara	;
aborda;orig	İtalyanca,abborda	İtalyanca,abbordare	İtalyanca,bordo	;
fidye;orig	Arapça,fdy	;
hamra;orig	Arapça,ḥmr	Arapça,aḥmar	;
maji;orig	Fransızca ,magie	Eski Yunanca,magía	Eski Yunanca,mágos	Eski Farsça ,maguş	Hintavrupa Anadilinde,*magh-<sup>1</sup>	;
nişadır;orig	Farsça,nūşādur 	Orta Farsça,anoşādur	Orta Farsça,anoş	Avesta (Zend) dilinde,anaoşa	Orta Farsça,ādur	;
sıkıntı;orig	Türkiye Türkçesi,sık-	;
sedir;orig	Arapça,ṣdr	;
cariye;orig	Arapça,cry	Arapça,carā	;
aguş;orig	Farsça,āġuş	Farsça,āġaştan	;
kürsü;orig	Arapça,kursī	Aramice/Süryanice,kūrsayā	Akatça,kussū	Sumerce,guzza	;
menkıbe;orig	Arapça,nḳb	Arapça,manḳaba(t)	Arapça,naḳaba	;
lig;orig	Fransızca ,ligue	Geç Latince ve İtalyanca,liga	Latince,ligare	Hintavrupa Anadilinde,*leig-	;
vokal;orig	Fransızca ,vocal	Latince,vocalis	Latince,vox, voc-	Hintavrupa Anadilinde,*wekʷ-	;
komple;orig	Fransızca ,complet	Latince,complētus	Latince,complēre, complet-	Latince,plēre	Hintavrupa Anadilinde,*plē-	Hintavrupa Anadilinde,*pelə-	;
balya;orig	İtalyanca,balla	Germence,*ballaz	Hintavrupa Anadilinde,*bhol-	Hintavrupa Anadilinde,*bhel-<sup>2</sup>	;
bodrum;orig	Yeni Yunanca,*ipodrómos	Yeni Yunanca,ipó	Yeni Yunanca,drómos	;
andropoz;orig	Fransızca ve İngilizce ,andropause	Eski Yunanca,anḗr, andr-	Eski Yunanca,paúsis	;
mavna;orig	Arapça,maˁūna	;
yolsuzluk;orig	Türkiye Türkçesi,yol	;
toka;orig	Eski Türkçe,toku	Eski Türkçe,tokı-	;
fuhuş;orig	Arapça,fḥş	Arapça,faḥuşa	;
vertigo;orig	Fransızca ,vertige	Latince,vertīgō	Latince,vertere, vers-	;
basübadelmevt;orig	Arapça,baˁṯu baˁda'l-mawt	Arapça,baˁṯ	Arapça,baˁad	Arapça,al-mawt	;
takır;orig	ETü (onom),takır	;
fersude;orig	Farsça,farsūda	Farsça,farsūdan, farsā-	Orta Farsça,frasavand	;
ıspatula;orig	Fransızca ,spatule	Latince,spathula	Latince,spatha	;
pterodaktil;orig	Fransızca ,ptérodactyle	İngilizce ,pterodactyl	Eski Yunanca,pterón	Eski Yunanca,dáktylos	;
kehanet;orig	Arapça,khn	Arapça,kāhin	;
tapu;orig	Eski Türkçe,tapuġ	Eski Türkçe,tap-	;
matkap;orig	Arapça,s̠ḳb	Arapça,ṯaḳaba	;
erbain;orig	Arapça,rbˁ	Arapça,arbaˁa(t)	;
marka;orig	Fransızca ,marque	Germence,*markō	Hintavrupa Anadilinde,*merg-	;
kura;orig	Arapça,ḳry	Arapça,ḳarya(t)	;
nazenin;orig	Farsça,nāzanīn	;
destinasyon;orig	Fransızca ve İngilizce ,destination	Latince,destināre	Latince,*stenāre	Hintavrupa Anadilinde,*stə-nā-	Hintavrupa Anadilinde,*stā-	;
kript(o)+;orig	Fransızca ve İngilizce ,crypto+	Eski Yunanca,kryptós	Eski Yunanca,krýptō	Hintavrupa Anadilinde,*krup-yo-	Hintavrupa Anadilinde,*krāu-	;
konsol;orig	Fransızca ,console	Fransızca ,consolateur	Latince,consolari	Latince,sōlari	;
hoşt;"none	<p> ""köpek kovma ünlemi"" <b>ünlemdir.</b> </p>";
zebur;orig	Arapça,zbr	Arapça,zabara	;
tırpan;orig	Yeni Yunanca,drapáni	Eski Yunanca,drépanon 	Eski Yunanca,drepō	;
etnografya;orig	Fransızca ,ethnographie	;
tırmala|mak;orig	Türkiye Türkçesi,tırŋak 	;
cay|mak;orig	Türkiye Türkçesi,kay-	;
yum|mak;orig	Eski Türkçe,yum-	Eski Türkçe,yuv-	;
bel;orig	Eski Türkçe,bél	;
nehir;orig	Arapça,nhr	Aramice/Süryanice,nhr	İbranice ,nāhār	Akatça,nahru	;
köy;orig	Farsça,kūy 	Orta Farsça,kōy	;
tereddi;orig	Arapça,rdy	Arapça,radā	;
aşiret;orig	Arapça,ˁşr	;
kastanyet;orig	Fransızca ,castagnette	İspanyolca ,castañeta	İspanyolca ,castaña	Eski Yunanca,kástana	;
cüce;orig	Farsça,cūja 	;
sim;orig	İngilizce ,sim card	İngilizce ,subscriber identity module	;
hicaz;"none	<p> <i>ḥicāz</i> حجاز <span style=""visibility:hidden;font-size:0px"">z</span> ""Arabistan'da bir ülke"" <b>özel adından</b> alıntıdır. </p>";
mütecaviz;orig	Arapça,cwz	Arapça,cāza	;
angora;orig	İngilizce ,angora	Türkiye Türkçesi,Anġara	Eski Yunanca,Ánkyra	;
amil;orig	Arapça,ˁml	Arapça,ˁamala	;
konifer;orig	Fransızca ,conifère	İngilizce ,conifer	Latince,conus	Latince,ferre	;
tul;orig	Arapça,ṭwl	Arapça,ṭāla	;
lastik;orig	Fransızca ,gomme élastique	;
pürçek;orig	Eski Türkçe,bürçek	Eski Türkçe,bür-	;
meram;orig	Arapça,rwm	Arapça,rāma	;
meyus;orig	Arapça,yAs	Arapça,yaˀisa	;
sek|mek;orig	Orta Türkçe,sek-	;
rafting;orig	İngilizce ,rafting	İngilizce ,raft	Norsça (Vikingce),raptr	Hintavrupa Anadilinde,*rēp-	;
konstelasyon;orig	Fransızca ,constellation	Geç Latince,constellatio	Geç Latince,stellare	Latince,stella	;
otoman;orig	Fransızca ,ottoman	özel adından,ˁuṯmān	;
manikür;orig	Fransızca ,manucure	Latince,manus	Latince,cura	;
muayyen;orig	Arapça,ˁyn	Arapça,ˁayyana	Arapça,ˁayn	;
priapizm;orig	İngilizce ,priapism	Eski Yunanca,Príapos	;
rijit;orig	Fransızca ,rigide	Latince,rigidus	Latince,rigēre	;
epsem;orig	Orta Türkçe,epsem	;
tür;orig	Türkiye Türkçesi,türlü	;
san|mak;orig	Eski Türkçe,san- 	Eski Türkçe,sa-	;
yiv;orig	Eski Türkçe,yi	Eski Türkçe,*yig	;
zirve;orig	Arapça,ḏrw	Arapça,ḏarā	;
kira;orig	Arapça,kry	Arapça,karā	Aramice/Süryanice,kry	;
kef;orig	Farsça ve Orta Farsça,kaf	Avesta (Zend) dilinde,kafa-	Sanskritçe,kapha	;
delta;orig	Eski Yunanca,délta	Fenike dilinde,dlt	Aramice/Süryanice,dāləth	Akatça,daltu	;
müşkülpesent;orig	Arapça,muşkil	Farsça,pasand	Farsça,pasandīdan	Farsça,pas	Farsça,andīdan	;
berim;orig	Yeni Türkçe,*ber-	;
bant;orig	Fransızca ,bande	Germence,*bandam	Germence,*bindan	Hintavrupa Anadilinde,*bhendh-	;
hafıza;orig	Arapça,ḥfẓ	Arapça,ḥafaẓa	;
gülle;orig	Farsça,gūla	Sanskritçe,gola 	;
aktivasyon;orig	Fransızca ve İngilizce ,activation	Fransızca ,activer	;
vakum;orig	Latince,vacuum	Latince,vacuus	Latince,vacare	Hintavrupa Anadilinde,*wak-	Hintavrupa Anadilinde,*euə- (ə1euə2-)	;
kaldıraç;orig	Türkiye Türkçesi,kaldır-	;
marjinal;orig	Fransızca ,marginal	Latince,marginalis	Latince,margo, margin-	;
bar;orig	İngilizce ,bar	Fransızca ,barre	Latince,barra	;
defrost;orig	İngilizce ,defrost	İngilizce ,frost	;
kıyafet;orig	Arapça,ḳyf	;
çabuk;orig	Farsça,çāpuk 	Orta Farsça,çāpuk	Eski Türkçe,çap-	;
maroken;orig	Fransızca ,maroquin	özel adından,Marakeş	;
eğri;orig	Eski Türkçe,egri	Eski Türkçe,egir-	;
yor|mak;orig	Türkiye Türkçesi,yorul-	Türkiye Türkçesi,yorı-	;
bonjur;orig	Fransızca ,bonjour	Fransızca ,bon	Latince,bonus	Latince,jour	;
kapitülasyon;orig	Fransızca ,capitulation	Geç Latince,capitulatio	Geç Latince,capitulare	Latince,capitulum	Latince,caput, capit-	;
icma;orig	Arapça,cmˁ	Arapça,camaˁa	;
anıt;orig	Türkiye Türkçesi,an-	;
vaz;orig	Arapça,wḍˁ	Arapça,waḍaˁa	;
tecrübe;orig	Arapça,crb	Arapça,carraba	Arapça,carab	;
ofis;orig	Fransızca ,office	Latince,officium	Latince,*opificium	Latince,opus facere	;
çıban;orig	Eski Türkçe,çupagan 	;
bayrak;orig	Eski Türkçe,batrak 	Eski Türkçe,batur-	;
rekor;orig	Fransızca ,record	İngilizce ,record	İngilizce ,to record	Latince,recordari	Latince,cor, cord-	;
kilit;orig	Farsça,kilīd 	Eski Yunanca,kleïs, kleid-	Eski Yunanca,kleíō	Hintavrupa Anadilinde,*klāu-	;
meşe;orig	Farsça,bīşa 	Orta Farsça,vēşag	;
fişek;orig	Farsça,fişān	Farsça,fişāndan 	Avesta (Zend) dilinde,fşāna-	;
afişe;orig	Fransızca ,afficher	Geç Latince,affixare	Latince,fixus	Latince,figere, fix-	;
damacana;orig	İtalyanca,damigiana	Fransızca ,dame-jeanne	Provansal dilinde,damajana	;
kip;orig	Eski Türkçe,kīp	;
porfir;orig	Fransızca ,porphyre	Eski Yunanca,porphyritḗs	Eski Yunanca,porphýra	;
akordiyon;orig	Fransızca ,accordéon	Almanca ,Akkordeon	Almanca ,Akkord	;
emeritus;orig	Latince,emeritus	Latince,meritus	Latince,merēre	Hintavrupa Anadilinde,*mer-ē-	Hintavrupa Anadilinde,*(s)mer-<sup>2</sup>	;
verev;orig	Ermenice,verev	Ermenice,ver	Hintavrupa Anadilinde,*uper-	;
tekeffül;orig	Arapça,kfl	Arapça,kafala	;
bonzai;orig	Japonca ,bonsai	Çince ,penzai	Çince ,pén	Çince ,zāi	;
aroma;orig	Fransızca ,arôme	İngilizce ve Latince,aroma	Eski Yunanca,árōma	;
katman;orig	Türkiye Türkçesi,kat-	;
kılçık;orig	Eski Türkçe,kıltık	Eski Türkçe,kıl	;
handikap;orig	İngilizce ,handicap	İngilizce ,hand i' cap	İngilizce ,hand	İngilizce ,cap	;
irtidat;orig	Arapça,rdd	Arapça,radda	;
kişne|mek;orig	Eski Türkçe,kişne-	;
yakın|mak;orig	Türkiye Türkçesi,yakın- 	Türkiye Türkçesi,yak- 	;
tezgâh;orig	Farsça,dastgāh	;
tell;orig	Arapça,tl	Aramice/Süryanice,tell	Akatça,tillu	;
antifriz;orig	İngilizce ,anti-freeze	İngilizce ,anti	İngilizce ,freeze, froze	Germence,*freusan	Hintavrupa Anadilinde,*preus-	;
kavim;orig	Arapça,ḳwm	Arapça,ḳāma	;
bis;orig	Fransızca ,bis	Latince,bis	;
fırka;orig	Arapça,frḳ	Arapça,faraḳa	;
tevakkuf;orig	Arapça,wḳf	Arapça,waḳafa	;
sergen;orig	Türkiye Türkçesi,ser-	;
fundamentalizm;orig	İngilizce ,fundamentalism	İngilizce ,fundamental	Latince,fundamentum	Latince,fundare	;
kovuştur|mak;orig	Türkiye Türkçesi,kov-	;
çözelti;orig	Türkiye Türkçesi,çöz-	;
stiletto;orig	İngilizce ,stiletto	İtalyanca,stiletto	İtalyanca,stilo	Latince,stilus	;
fış;"none	<p> ""su püskürme sesi, ipek kumaş sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
sardunya;orig	özel adından,Sardegna	;
şemail;orig	Arapça,şml	Arapça,şimāl	Arapça,şamala	;
kloz;orig	İngilizce ,clause	Latince,clausula	Latince,claudere, claus-	Hintavrupa Anadilinde,*klāu-	;
sıra;orig	Yeni Yunanca,sīrá	Eski Yunanca,seirá	;
balıkçıl;orig	Türkiye Türkçesi,*balıkçin	Eski Türkçe,balık	Eski Türkçe,+çin	;
nuar;orig	Fransızca ,noix	Latince,nux, nuc-	Hintavrupa Anadilinde,*kneuk-	;
müheyya;orig	Arapça,hyA	Arapça,hayya	;
ses;none	<p> bir sözcükten türetilmiştir. </p>;
gerçel;orig	Türkiye Türkçesi,gerçek	;
ateizm;orig	Fransızca ,athéisme	Fransızca ,athée	Eski Yunanca,átheos	Eski Yunanca,théos	;
tediye;orig	Arapça,Ady	Arapça,adāˀ	;
antrparantez;orig	Fransızca ,entre parenthèses	Fransızca ,parenthèses	Fransızca ,entre	;
yumurta;orig	Eski Türkçe,yumurġa 	Eski Türkçe,yum-	;
lamel;orig	Fransızca ,lamelle	Latince,lamella	Latince,lama	;
ifsat;orig	Arapça,fsd	Arapça,fasada	;
fıçı;orig	Orta Yunanca,boûttis 	Geç Latince,butta 	;
erin|mek;orig	Eski Türkçe,irin-	Eski Türkçe,ir-	;
aktivite;orig	Fransızca ,activité	Latince,activitas	Latince,activus	;
ikbal;orig	Arapça,ḳbl	Arapça,aḳbala	Arapça,ḳabala	;
comeback;orig	İngilizce ,comeback	İngilizce ,come	İngilizce ,back	;
deklamasyon;orig	Fransızca ,déclamation	Latince,declamare	Latince,clamare	;
konsensus;orig	Latince,consensus	Latince,consentire, consens-	Latince,sentire, sens-	;
sitare;orig	Farsça,sitāra	Orta Farsça,stārak	Avesta (Zend) dilinde,star-	Sanskritçe,str̥	Hintavrupa Anadilinde,*ster-<sup>2</sup>	;
anlak;orig	Eski Türkçe ve Türkiye Türkçesi,aŋla-	;
terk;orig	Arapça,trk	Arapça,taraka	;
sülasi;orig	Arapça,ṯulāṯī	Arapça,ṯalāṯa(t)	;
ifrağ;orig	Arapça,frġ	Arapça,faraġa	;
ilahi;orig	Arapça,ilāhī	;
kolon;orig	Fransızca ,colonne	Latince,columna	Hintavrupa Anadilinde,*kol-umnā-	Hintavrupa Anadilinde,*kel-<sup>4</sup>	;
enstantane;orig	Fransızca ,instantané	Fransızca ,instant	Latince,instans	Latince,instāre	Latince,stāre, stat-	;
random;orig	İngilizce ,random	Eski Fransızca,randon	Eski Fransızca,randir	;
tesadüf;orig	Arapça,ṣdf	Arapça,ṣadafa	;
flakka;"none	<p> <i>Flakka</i> ""alpha-Pyrrolidinopentiophenone maddesinin ticari adı"" sözcüğünden alıntıdır. </p>";
mani;orig	Arapça,mnˁ	Arapça,manaˁa	;
alfa;orig	Eski Yunanca,álpha	Fenike dilinde,alep	Aramice/Süryanice,ˀalaph	;
kanka;orig	Roma dilinde (Çingenece),kanka	;
asuman;orig	Farsça,āsuman 	Eski Farsça ve Avesta (Zend) dilinde,āsmān-	;
hipertansiyon;orig	Fransızca ,hypertension	Fransızca ,hyper+	Fransızca ,tension	;
havuz;orig	Arapça,ḥwḍ	;
hınzır;orig	Arapça,χnzr	Aramice/Süryanice,χazīr	Akatça,χuzīru	;
cıvıl;"none	<p> ""kuş sesi, fısıltı sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
ubudiyet;orig	Arapça,ˁbd	Arapça,ˁabada	;
öreke;orig	Yeni Yunanca,róka	İtalyanca,rocca	;
yülü|mek;orig	Eski Türkçe,yüli-	Eski Türkçe,yulı-	;
mavera;orig	Arapça,mā warāˀ	Arapça,wry	;
uğra|mak;orig	Eski Türkçe,oġra- 	Eski Türkçe,uġur	;
zekâ;orig	Arapça,ḏky	Arapça,ḏakā	;
dereotu;orig	Türkiye Türkçesi,tere otu	Farsça,tara	;
tesviye;orig	Arapça,swy	Arapça,sawiya	;
eskatoloji;orig	Fransızca ,eschatologie	İngilizce ,eschatology	Eski Yunanca,ésχatos	;
yuh;"none	<p> ""takbih ünlemi"" <b>ünlemdir.</b> </p>";
çingene;orig	Farsça,çingāna	Eski Türkçe,çıgañ	;
süflî;orig	Arapça,sfl	Arapça,safala	;
ayva;orig	Farsça,ābī 	;
bengi;orig	Eski Türkçe,meŋgü	Eski Türkçe,*beŋgü	;
zulüm;orig	Arapça,ẓlm	Arapça,ẓalama	Arapça,ẓalima	Akatça,ṣulmu	Akatça,ṣalāmu	;
herbisit;orig	Fransızca ve İngilizce ,herbicide	Latince,herba	Latince,+cidus	;
ele güne karşı;orig	Eski Türkçe,il kün	Eski Türkçe,il	Eski Türkçe,kün	;
serlevha;orig	Farsça,sar	Arapça,lawḥa(t)	;
aksülamel;orig	Arapça,ˁaks	Arapça,ˁamal	;
ben;orig	Eski Türkçe,ben 	;
kağşa|mak;orig	Eski Türkçe,koġşa-	Eski Türkçe,koġuş	;
salep;orig	Arapça,χuṣyatu'ṯ-ṯaˁlab	Arapça,ṯˁlb	;
kayme;orig	Arapça,ḳwm	;
badana;orig	Arapça,bṭn	Arapça,baṭn	;
mesnet;orig	Arapça,snd	Arapça,sanada	;
muhit;orig	Arapça,ḥwṭ	Arapça,ḥāṭa	;
cima;orig	Arapça,cmˁ	Arapça,camaˁa	;
toy;orig	Eski Türkçe,toy	Eski Türkçe,tod-	;
leh;orig	Arapça,lahi	Arapça,la+	Arapça,hu	;
pipi;none	<p> <i>pi-pi</i> çocuk sözünden türetilmiştir. </p>;
metelik;orig	Fransızca ,metallique	Yeni Yunanca,metallikós	Yeni Yunanca,métallon	;
keyif;orig	Arapça,kyf	;
mülki;orig	Arapça,mulkī	Arapça,mulk	;
vah;orig	Farsça,vāh	;
ser|mek;orig	Eski Türkçe,ser-	;
işit|mek;orig	Eski Türkçe,éşit- 	;
kanape;orig	Fransızca ,canapé	Latince,conopeum 	Eski Yunanca,kōnōpeîon	Eski Yunanca,kōnōps	;
yeke;orig	Orta Yunanca,iáki(on)	Eski Yunanca,oíaks	;
göz;orig	Eski Türkçe,köz	;
maltız;orig	İtalyanca,maltese	;
istim;orig	İngilizce ,steam	Germence,*staum-	;
serseri;orig	Farsça,sarsarī	Farsça,sar	;
implant;orig	İngilizce ,implant	Fransızca ,implanter	Fransızca ,planter	;
mahi;orig	Farsça,māhī	Farsça,māh	;
couture;orig	Fransızca ,haute couture	Geç Latince,consutura	Latince,suere	Hintavrupa Anadilinde,*syū-	;
muhakkak;orig	Arapça,ḥḳḳ	Arapça,ḥaḳḳaḳa	Arapça,ḥaḳḳa	;
bürün|mek;orig	Eski Türkçe,bürün-	Eski Türkçe,bür-	;
minber;orig	Arapça,nbr	Arapça,nabara	;
asitane;orig	Farsça,āstān 	Eski Farsça ,*ā-stāna	Eski Farsça ,ā-	Eski Farsça ,stāna	Hintavrupa Anadilinde,*stā-	;
havyar;orig	Farsça,χāye-vār	Orta Farsça,χāyag-bār	;
titan;orig	Fransızca ,titane	Yeni Latince,titanium	Eski Yunanca,títanos	Akatça,ṭīṭu	;
anasır;orig	Arapça,ˁṣr	Arapça,ˁunṣūr	;
primüs;orig	ticari markasından,to prime	Eski Fransızca,preindre, preint-	;
alelade;orig	Arapça,ˁalā'l-ˁāda(t)	;
loca;orig	Fransızca ,loge	Germence,*laubja-	;
lolita;orig	İngilizce ,lolita	özel adından,Lola	İspanyolca ,dolores	Latince,dolor	Latince,dolēre	;
sağrak;orig	Eski Türkçe,saġrak	Eski Türkçe,saġır	Farsça,sāġar	;
şımar|mak;orig	Farsça,şumār	;
feza;orig	Arapça,fḍw	Arapça,faḍā	Arapça,fyḍ	;
sürü|mek;orig	Orta Türkçe (sadece Kıpçak ve Oğuz lehçelerinde),sürü-	Eski Türkçe,sür-	;
funda;orig	İtalyanca,fonda!	İtalyanca,fondare	İtalyanca,fondo	Latince,fundus	;
management;orig	İngilizce ,management	İngilizce ,manage	;
ilişki;orig	Türkiye Türkçesi,ilişik	Türkiye Türkçesi,iliş-	;
muzaffer;orig	Arapça,ẓfr	Arapça,ẓafara	;
şıllık;orig	Rusça ,sluga	;
şeyda;orig	Farsça,şaydā	;
yafta;orig	Farsça,yāfta	Farsça,yāftan, yāb-	Orta Farsça,ayāftan, ayāb-	;
kurnaz;orig	Türkiye Türkçesi,kur-	;
rimel;orig	ticari markasından,Eugène Rimmel	;
motel;orig	İngilizce ,motel	İngilizce ,motor hotel	;
hamiyet;orig	Arapça,ḥmw	Arapça,ḥamā	;
free;orig	İngilizce ,free	Germence,*frijo-	Hintavrupa Anadilinde,*priyo-	Hintavrupa Anadilinde,*prī-	;
ileti;orig	Türkiye Türkçesi,ilet-	;
vokabüler;orig	Fransızca ,vocabulaire	Geç Latince,vocabularium	Latince,vocabulum	Latince,vox, voc-	;
tank;orig	İngilizce ,tank	İngilizce ,tank	Modern Hintçe,tanku	;
fön;orig	Almanca ,Föhn	Latince,favonis	Latince,fovere	;
kamçı;orig	Eski Türkçe,kamçı	Eski Türkçe,*kamışġı	Eski Türkçe,kam-	;
outdoor;orig	İngilizce ,outdoor	İngilizce ,out	İngilizce ,door	Germence,*duram	Hintavrupa Anadilinde,*dhur-o-	Hintavrupa Anadilinde,*dhwer-	;
büst;orig	Fransızca ,buste	İtalyanca,busto	Latince,bustum	;
karine;orig	Arapça,ḳrn	Arapça,ḳarana	Arapça,ḳarn	;
söyleşi;orig	Türkiye Türkçesi,söyleş-	;
sahra;orig	Arapça,ṣḥr	;
öp|mek;orig	Eski Türkçe,öp-	;
ovuştur|mak;orig	Türkiye Türkçesi,ov-	;
promil;orig	Latince,pro mille	Latince,pro	Latince,mille	;
meşgul;orig	Arapça,şġl	Arapça,şaġala	;
karamsar;orig	Yeni Türkçe,*karamsa-	Türkiye Türkçesi,kara	;
kunt;orig	Farsça,kund	;
şakrak;orig	Türkiye Türkçesi,şakla- 	;
allegro;orig	İtalyanca,allegro	Geç Latince,*allecrus	Latince,alacer, alacr-	;
minyatür;orig	Fransızca ,miniature	Geç Latince,miniatura	Geç Latince,miniare	Latince,minium	;
kurum;orig	Türkiye Türkçesi,kur-	;
öneri;orig	Yeni Türkçe,öner-	;
barfiks;orig	Fransızca ,barre fixe	;
onar|mak;orig	Eski Türkçe,oŋar-	Eski Türkçe,oŋ	;
sömel;orig	Fransızca ,semelle	;
senkretik;orig	Fransızca ,syncrétique	Eski Yunanca,synkrētikós	öz (EYun),Krḗta	;
ıspazmoz;orig	Yeni Yunanca,spasmós	Eski Yunanca,spasmós	;
tevhit;orig	Arapça,wḥd	Arapça,waḥada	;
pizza;orig	İngilizce ,pizza	İt (Sic),pizza	;
konfeti;orig	İngilizce ,confetti	İtalyanca,confetti	İtalyanca,confetto	Latince,confectum	;
verizm;orig	Fransızca ,verisme	İtalyanca,verismo	İtalyanca,vero	Latince,verus	Hintavrupa Anadilinde,*wērə-o-	;
bais;orig	Arapça,bˁs̠	Arapça,baˁaṯa	;
duhuliye;orig	Arapça,duχūl	;
inle|mek;"none	<p> <i>iŋ </i>veya<i> iŋil</i> ""inleme sesi"" ses yansımalı sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BlA-"">+lA-</a> ekiyle türetilmiştir.</p>";
lalanga;orig	Farsça,lālang	;
sivilce;orig	Eski Türkçe,sigil	;
diskalifiye;orig	Fransızca ,disqualifier	İngilizce ,disqualify	İngilizce ,qualify	;
agrega;orig	Fransızca ,agrégat	Latince,aggregatus	Latince,aggregare	Latince,grex, greg-	;
taksir;orig	Arapça,ḳṣr	Arapça,ḳaṣara	;
pijama;orig	Fransızca ,pyjama	İngilizce ,pyjama	Modern Hintçe,pāycāma	Farsça,pāy	Farsça,cāma	;
calip;orig	Arapça,clb	Arapça,calaba	;
yukarı;orig	Eski Türkçe,yokkaru	Eski Türkçe,yok	;
twit;orig	İngilizce ,tweet	;
hububat;orig	Arapça,ḥbb	Arapça,ḥabba(t)	;
bıçkın;orig	Türkiye Türkçesi,bıç-	;
euzubillah;orig	Arapça,ˁwḏ	Arapça,naˁūḏu billāhi	Arapça,ˁāḏa	;
düzen;orig	Türkiye Türkçesi,düze-	;
afalla|mak;"none	<p> <i>afal afal </i>veya<i> aval aval</i> ""şaşkınlık belirten bir deyim"" ses yansımalı sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BlA-"">+lA-</a> ekiyle türetilmiştir.</p>";
uca;orig	Eski Türkçe,uça	Eski Türkçe,uç	;
ebu;none	<p>ebucehil karpuzu</p>;
bücür;none	<p> çocuk dilinden türetilmiştir. </p>;
aktif;orig	Fransızca ,actif	Latince,activus	Latince,agere	;
büklüm;orig	Türkiye Türkçesi,bükül-	;
garaz;orig	Arapça,ġrḍ	Arapça,ġariḍa	;
şintoizm;orig	Japonca ,şintō	Çince ,şén dào	;
sömürü;orig	Yeni Türkçe,sömür-	;
agu;none	<p> çocuk dilinden türetilmiştir. </p>;
muğber;orig	Arapça,ġbr	Arapça,ġabira	;
apse;orig	Fransızca ,abscès	Geç Latince,abscessus	Latince,abscedere	Latince,cedere, cess-	;
müslim;orig	Arapça,slm	Arapça,islām	;
siren;orig	Fransızca ,sirène	Eski Yunanca,Seirḗn	;
formik;orig	Fransızca ,acide formique	Latince,formica	Hintavrupa Anadilinde,*morwi-	;
irca;orig	Arapça,rcˁ	Arapça,racaˁa	;
ribaunt;orig	İngilizce ,rebound	İngilizce ,bound	;
yaşar|mak;orig	Eski Türkçe,yaşar-	Eski Türkçe,yaş	;
hüküm;orig	Arapça,ḥkm	Arapça,ḥakama	;
rakursi;orig	Fransızca ,raccourci	Fransızca ,raccourcir	Fransızca ,court	Latince,curtus	Hintavrupa Anadilinde,*kr-to-	Hintavrupa Anadilinde,*(s)ker-<sup>1</sup>	;
pik;orig	Fransızca ,pique	;
poligraf;orig	İngilizce ,polygraph	;
mahfi;orig	Arapça,χfy	Arapça,χafā	;
tahrip;"orig	Arapça&lt;/b&gt; <i>χrb</i> kökünden gelen <i>taχrīb</i> تخريب <span style=""visibility:hidden;font-size:0px"">z</span> ""harap etme, yıkma"" sözcüğünden,χaraba	";
istrongilos;orig	Yeni Yunanca,strongýlos	Eski Yunanca,stroggýlos	;
tecdit;orig	Arapça,cdd	Arapça,cadīd	;
saraç;orig	Arapça,src	Aramice/Süryanice,srg	Aramice/Süryanice,sārag	Aramice/Süryanice,sərag	;
haslet;orig	Arapça,χṣl	Arapça,χaṣala	;
güç;orig	Eski Türkçe,küç	Eski Türkçe,*kü-	;
galaksi;orig	Fransızca ,galaxie, galact-	Eski Yunanca,galaksías	Eski Yunanca,gála, galakt-	Hintavrupa Anadilinde,*glak-t-	;
mazbata;orig	Arapça,ḍbṭ	Arapça,ḍabaṭa	;
sıpa;orig	Eski Türkçe,sıp	Soğdca,əsp-	Avesta (Zend) dilinde,aspa-	;
gönder;orig	Yeni Yunanca,kontárion	Eski Yunanca,kontós	Eski Yunanca,kentéō	;
hatchback;orig	İngilizce ,hatchback	İngilizce ,hatch	İngilizce ,back	;
viyol;orig	Fransızca ,alvéole	Latince,alveolus	Latince,alveus	Latince,alvus	;
dergi;orig	Eski Türkçe,térgü	Eski Türkçe,tér-	;
