names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
KALI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic	6.67	16.33	97460		kbn											mb~eu							va	njw$i*		gai	goN	kp~o		gai			hoko		sem	huru			ty~e*u					suku	nun	ho*ko		Cel	rim			kur	nd~oko			pam		lau	nj~a			ko				hu					gi						Ce		ru	mb~i		kalai								maval	ko						sun			mb~a					rin
KARANG	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic	7.67	15.0	18000		kzr	mi	mu	na								mb~ew	sede						nz~uk	nz~uy		gay	goN	kp~u		gay			ho*ko		sem	huru			ti*w					suk	nun	ho*k		sel	rim			nz~aktu	nd~ok			selhaNa		law, mb~ilaw	nz~o			ko	la7			hu					gi						se		nz~a*w	mb~i		kasaw, Ng~asaw					horo			ful, maful	kasaw, Ng~asaw						suN								riN
KIM	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim-Besme-Goundo	9.92	15.92	15400		kia	mb~i	mo									du	azi						nd~u son	si		gu		wara		gar			bol		soma	kal			kim					togor	ndw$ara	vo*r		ki*yar	dEl			ko rusu	tok			pala			nj~o			nd~i	za*			su					mb~o ya						gy~ala		gw~a*r	mam		nj~al					ol			vi*E*							dal			wiya	gi*yal				di*l
KO	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Koh	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum	8.0	15.5	20250		xuo											mb~eu	sire						wa*ra	njw$i*		vai	goN	pu		vai			huo		sim	huru			ty~e*u					suku	nun	moN		sel	rim				nd~o			wa*n		gang~ere, lau	nj~o			ko				hu, hut					vi						se		ba*imau	mb~i		tisau								fa	ko						sum			mb~a					rin
KOKE	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua	10.75	18.33	600		kou											barak	ledi							sap		seu		teo																	gil			ni	lel				ter			her																					lol		kebr	lim							lar										tudunu								
KPASHAM	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Bali-Kpasam	8.75	11.25	3000		pbn	am		aro								bini	iyE						w3n	di		b3za		si		wale			kw~apm~ene		midw~ine	ku*bi			gb~a					waswe	nuE*	5Esw~E*		sibi	Nw~ole			d3n3Nem				Nw~E*		nine	Nu			kiye	la			biye					ena*						lw~i		zasuNe	mi		tale					la			kp~a	go*						zinaN				pefuwo				n3N
KUMBA	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang	8.83	12.0	3420		ksm											hundi	tiri						huNg~uEn			za		ya		wadi					deim									to	nor	hoka		dusi	wiji			niNg~i	tutir			sEm																					lu			mem		tal								padoNg~i	bukam						jim								
LONGTO	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Voko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo	8.33	13.08	2400		wok	my~o	mayo	vebe								wuNg~a	sito						virwao	dure		yeyo		labh~ago		wako			kole		mevo	niNg~o			gamb~o					toko	nole	migo		nugule	mele			luroko	nagtele						jone																		5oyo			mako		vale					weyo			ju5o	gure						himito			hiba					nile
LONGUDA	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Longuda	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen	9.75	11.83	32000		lnu	na	na	kha								naikal								cu*he*		cucwawa		thikha					bwoNkha						dumkhe					thwa	5ula	ceuNkha, coNkha		garala	zelEmkha				nokha			ywa			5u			dwa	nu			yim					zu, zuwa						5alokha			mama		gubala					khukha			dokha	gwola									bwana					
LUA_NIELLIM	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua	9.75	17.75	5160		nie	n	m	i								buru							wo	dam, ka		saw	N3rsa	t3la		7wari			war						hu					tula	ji				nd3la							t3n, man						l3g	la			7ulu					hina						lula		m3ra	ndu							la			7ul							syal								ndil
MAMBAI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Tupuri-Mambai	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai	9.5	13.92	14000		mcs	mi*	mu*									bom	gb~ati						napw~ug3	ki3*X		vw~a		gb~eg3		vas3			wog3		tu7bo	hugo			si*nu					sugo	ni*no	Nw~o*		Zinu	narimnu			kanaSi7nu	dikS~i3			kal3			duri			kori	l373ri			hw~ule					umle						gy~3		r3Xn3	bi3		so					n3sy~3			f3							su*mu*			b37le	katu3				ya*X
MBUM	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Southern	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic	7.75	13.17	51100		mdd	mi	a	na ri								soN	doa						njuk	njui		goi	goNa	kpu		godam			NgaN		sem	huku			ti*u*					suk	yar	hok		sel	lima				ndok			haN, pam		lau	fejona			ko	la								ji						sesei		ru	mbi		asau					hora			mafil	sadolu, gunNggau						suN			garake	feke				
MOMI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Vere	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Vere	9.0	12.75	110520		ver	mi	mo									mun3							ne	duga		zaz	tend~ez3	te		doNz			kp~3na, nir		kp~al	nenk			gul					tok	nor	mi		nur	mel			rukp~	na7			wo7or		temr	bo7				da			w3r					za						ula		zos3z	mam		bint					ra			moNa	yik						tukz			yi7i	p3ni				
MUNDANG	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Tupuri-Mambai	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai,Mundangic	9.67	14.5	326700		mua											vaNno							wor	siN		go		kp~u		go			wake		simi	wiN			Cin					soki	n3n	v3*		sel	riN				j3lle			wo*ni		ziri	zu			ko, kw~an				wu					ge								w3*	bi		t3sale								fali	gy~ere						suNni			be7					di
NDOK_MBALI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic	8.07	15.12	18000		kzr											mb~eu	sede						woro	njw$i*		gai	goN	kp~u		gai			hoko		sem	huru			ty~e*u					suk	nun	ho*ko		sel	rim				nd~oko			pam		lau	nj~u			ko				hu					gi						sy~e		nj~a*u	mb~i		kasau								maful							suN			mb~a					rin
NGOUMI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic	7.68	15.37	31500		nzy											mb~eu	sere						wo*ra	njw$i*		goi	goN			goi			hoko		sem	huru			ty~e*u					suku	nun	ho*k		sel	lim			tuku*ri	nd~oko			pam		lau	nj~o			ko				hu					gi						se		ru	mb~i		sau								gb~o*, ngb$uru	kon						suN			mb~a					rim
NJAK_MBAI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,EasternMbum,Karang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,CentralMbum,Karangic	7.67	15.75	31500		nzy											mb~eu	siri						wora	njw$i*		va	goN			goi			hoko		sem	huru			ty~e*u					suku	nun	ho*ko		sel	disel				nd~oko			pam		lau	nj~o			ko				hu											se		mb~a*ima*u	mb~i		sisau								gb~o*, ngb$uru	kol						suN			mb~a					rin, ry~aN
NOY	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua	9.42	17.91	36		noy																			saa		soo																		lao	5ier			sond3					te*i*						5e				lao														lol			ri*m							la			ul															
NYONG	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Leko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Sambaic,Samba-Leko-Perema-Mumbake,Perema-Mumbake	5.92	10.42	30000		muo											niNa	ira						nEdina			ya		tea		yisa					5Erima									jiNa	novara	sora		nela	mEla			dontiNbila	nEntika			vama																					5ama			yila		nala								kp~aNa	kola						limna								
PAM	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Unclassified_pmn	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai,Mundangic	8.0	14.33	30		pmn											bo	sida						wa*r, po	se*		ga		kp~ake		ga			ho		sim, Cim	huki			te*					suki	nun	pa*		saN	ril, rin				dolo			wan		jel	zo			kw~a				hu, hudi					gi								wa*	be		sal									ke						sum			mb~a7i, ba7a					lidi, riN
PANGSENG	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Mumuyic	8.0	10.5	0		pgs	mabe	babe	wobe								go	zi						cw~aN zeN	Zw~a ziN		yiza	siNsiN	la		bal			ku		ziN	ka			vy~enr vw~i					fy~uify~ui	nu	suN		taNli	diyari			nu wa guru	na			mi		bur	bu			ze	tna			va					3						da		dno	mi		tar					ya			dnabmaN	ko						d3ziN				pol				nu
PEERE	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Kutin	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Voko-Dowayo	7.75	12.42	15000		pfe	my~a	may	bw~oey								d3	ito							dure		ye		laberi		labware			kole		memo	nego			gane					togo	nole	a*		nole	mele			dorkule	napele						joba																		5ogo			mamo		vale					we			gware	gure						viram			iyto					nile
RANG	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Mumuyic	8.0	10.5	0		rax	meko	moko	wuko								gbw$iri	zit						cuN zeN	zi*		za	kokoli	la		japa			ko		kp~a	kaka			yu ze					co	no*	so*		tanli	ju rete			yu gb~oro	na			mi		ji siN	bo			ji	ta			vo					a						da		seN	mi		tari					wa			gb~ara	gona						zi				so				riN
SAMBA_LEKO	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Leko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Sambaic,Samba-Leko-Perema-Mumbake	8.5	12.5	62000		ndi	ma, m3	7am, n	7ob3n, b3n, ban								niN	7ira, 7ir3						nEN, nE	dib		yag3d	lag3	kis3Nwa, te, te5i		yEs3			kul, kudu		5El3m	niNs3			ga7					tuN	nu	5id		n3g3l	mEl, woN				nEn			gil		tEmk3sin, tEmyEl	53			be, 7Eg	ki			vad, val					vug, ya						5am		dududo	w3l		b3N					la			kpaN	kol						tig3l			5ike	pu				n3g3l
TEME	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme	8.75	11.38	4000		tdo											bini	iri						nEm			ze		te		jaNg~a					de									toro	noru	suru		su	lEm			luN	gy~a na			5o																					lui			me		tale								gy~abe	bugEl						gy~ase								
TUNIA	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Bua	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,AdamawaBua	9.42	18.17	2260		tug	5e	unagen	5e borum																se									yere			oka			hon					twi	i	ja		sao					mog mi tye			kam			5i			kele				ulu					5i						loe			5um		kuri					la			libili							libisere								
TO	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Unclassified_toz	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,UnclassifiedMbum	7.58	15.27	0		toz	kim	kime	kie								gbefedi	ser							gb~aravara		cerenda		gb~an		fefer														erseke	gb~efe	ersarum		seke					kpor													sor											kaSo		ngoNomusudu	maraN		gaNaramusuduk					hora			durgbufu	musuduk						yidi								
TUPURI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbum,Northern,Tupuri-Mambai	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,Mbum-Day,Mbumic,NorthernMbum,Tupuri-Mundang-Mambai	10.17	14.75	284000		tui	ndi	ndo	na								boN	"b""ogE"						bolo	Ce*		way	tEndE	ko		sukko			"ho*ge, b""ologE"		Ci	hu*			Co*					sugi	nene	hu*y		saN	turum			ku5okre	do			jili, ware		jiri	jo			ko	la			bas					ndu, a						wuri		gErE	bi, bi salaN		hu					wu			fage, balam wu							suNsuN			fe*fe*, pare	defay				"d""u, riN"
WAJA	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Waja,Tula	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,Waja-Jen,Tula-Waja	10.0	11.67	60000		wja	win																	nEr					sou, souri					biyau		tema	ku, kuoNi								twiyau, twendi	nuNe	bwocu, bwociri		nwi, nwiyeNe	bene, benendi			d3ne	wai, wari			5i, 5iyandi		ne								bwa, bwaNa														gundu		swelei					bwalau																		
WAKA	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Mumuye	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme,Waka-Yandang	8.78	11.5	5000		wav											bind~i	ini						wE			za		te		5aNa					di									to	nuN	suN		ru	wilo			yEruNa	ya naN			5ENyogEl																					ru			me		tari								dari	goro						dai								
WOM_AFRICA	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Leko	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,SambaDuru,Sambaic,Samba-Leko-Perema-Mumbake,Perema-Mumbake	8.93	12.45	5000		wom											niNa	ira						ni diNa			iya		lara		EnSa					iEma									toNa	nora	Sura			mEla			don liNbEra	non vara			vama																					Nama, Namla			yila		pEa								kpaNa	kola						lima								
YANDANG	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Waka-Yendang-Teme,Waka-Yandang	9.0	12.07	50000		ynq	mEk	mok	tok								bint~i	ini						wE*u*	Sibi		Tak		di*hi*		5ank~a			de		le	kun			gb~ak					tok	nok	5ans~u*		ruk	lEka			5aruka				5a5oka		sa	5oki			ky~Eki	laga			wuri					etamu						nonrubi		tok	mi		tari					ra, rak			fofori5and~ari	gorobi						dasi				hoba				inaN
YOTI	NC	ADAMAWA	Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Mumuye-Yandang,Yandang	Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Adamawa-Ubangi,Adamawa,SambaDuru-MumuyeYendang,Mumuye-Yandang,Yandang,Bali-Kpasam	9.0	12.97	3000		yot	am		arok								bini	ire						weni	diN		la		ti		wale			kokobili		di	kunw~i			gb~a					to	do	so*		Su	wulE			usulemE				nw~E*		nune	Nw~u*			kiyaN	mlau*			bere					inan						lu		zoso*re	mi		tale					la			numkp$agele	ugw~Ena						zinaN				fura*				niN
AKUNNU	NC	AKPES	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes	Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid	7.58	5.92	10000		ibe	oni	osi	abes								aCi	idian						oni	EtEn		ebo		ohu		anfa			Ehw~a*		ikon	ohu*mo			akunu					anSu*	ayo	ahu*		i5u	ind~a			ahunodu	obo			imb~oue			wo*			ye	kp~as			hu					ba						Ewu		inC~i*Ci*	i5i		i!nS$a					ind~a			okp~o	oSu*						inS~u			mua	enina				imun
A51_BAFIA_MAJA	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia	5.1	11.2	15000		lfa											fo7	"b""yE"						"mum, b""um"	zEy		b3	"TEy, b""yey"	t3		fyeyN, fyey, tyey			kwokw3		bwap	w3p			toN					le	"d""i7, mey7"	"d""wey"		soN	"d""3ma7"			"d""w3"				Ta		kw3m	nwE			xEyN	wow7			wu					ywi								fyE, tyE	momo		gow5					"d""u"			be	dwey						lwe			lwey	NwEy				"d""i, mi"
A51_BAFIA_TUMI_TINGON	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia	5.1	11.2	15000		lfa											fok	bye						"mwot, b""wot"	k3nsEn		mb3	Ci, bi	ntye		fyEn, tyEn			kwokwo		nbwap	wop			toN					ti	dit, mit	di, mi		so*	demak			"d""o"				bye		posok	no			xE	woi			w3					yu						mwot		fyE, tyE	m3ni		ngok					du			kpoN	don						tu			lono	Con				"d""i, mi"
A51_BAFIA_ZAKAAN	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia	5.1	11.2	15000		lfa											"b""o"	bie*						mu*m, bu*m, mu*, bu*			bo*	CiN, biN	t3		fiN, tiN			gu*gu*		bwa*a	w37			to*					le	"di*, mi*, d""i, mi"			so*	d3ma*			do				bE*N		bE													yi						mwe*		fyE, tyE	no7		go					du, mu			be							lo*			lwEni	CwE*y				
A53_BAFIA_RIKPA	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.53)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia	5.0	11.17	60000		ksf											"fo, b""o"	"b""E"						um	zEn		bu	e*l	te		En			koko		buap	wop			toN					re	is	ol		in	lEma			"d""u"	a*7			Elu		ko*m	no			xEn	wo			wu					yu						Nuos, Nues		Ei, E, ol	nu, nik		go					u			be	don						ru				5o				i
A54_BAFIA_NJANTI	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.54)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50)	5.3	11.3	1400		ngy											83	"b""a"						cey, sey	nco		nbu	"b""ye"	tey		je			ko		Tyi, Ti	p83y			tw3o					ti	co, m3l	ju		swEon	"d""ayN"							bi		"b""l3"	nu			yayn	k3w3w			yu					p83						fyo		nEy3	5i		TiaN					c3			bey	kayN						so			l3N	5u				jie
A60_GUNU	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.622)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60)	4.58	11.25	35000		yas											mmwe	handE						to	obo		boa	goEna	a5e, EtE		a5e			ola		noNo	guagua			doNo					du	iso	ono		i5o	lEmbE			nu				ba5E			nu			En	ob			gu					ul									impo							yuke			bala	gondo						dugu			dacE	fa				fino
A60_MMAALA	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.62)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa,Elip-Maala	4.5	11.08	8000		mmu											mumo	andE						andu	obo		bwa	5ini, su	dEdE		gyanyE			ololo		noN, noNv	ko			loNo					du	isi	funu		inyi	lambi			nu				bana			bu			an	ob			fu, gu					ul						onyo		ododo	dega		danyE					ogo			yili	gondo						dugu								fEnE
A61_NGORO_ASOM	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.601)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Sanaga(A.60)	4.58	11.5	26000		bag											pok, mbok	"b""E"						ot	k3		mvo	an3N, l353N	8owi, 8i, vili		aky~E, lEkyE			ko		Ti	8ui			lak					lw3	ji, mi	ju		soN	"d""3m"							"b""e"		ith~e	5u			yEn	wok			yu					nju						ji8wa*n, Sefya*n		isala	njim		lE, kolo					ndw3n			nji	nkut						lu			bom	kadE				ju
A62_KALONGE	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.62)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa	4.43	11.08	2300		yav											mom	andE						mond, pEnd	opo		mbua	pal, Nini	tE		a5, a5i			kiopo, piopo		noNo, noN	koko			loN					tu	nins, eNis	fun		i5	lemb			nu				pEnE		mo5o	puwa			En	op			ku					ol						o5, o5a		otiotio, o	momb, mombo		ta5					ik			Nili	okEl						tuku, tuk			wonon, won	kos				siEn
A72a_EWONDO	NC	BANTOID	Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Ewondo-Fang(A.72)	Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Yaunde-Fang(A.70),Ewondo-Bebele	4.0	12.0	578000		ewo											fwag	bE						od	kwas		mvu	nyin	ele		kiE			kob, nywal		ki	vEs			twaN					lo	is	cwe		soN	y3m			boN	wa			bE		s3g	nyu			yen	wog			wu					zu, so						vian		titie	ndim		Ngwag					ndoan			zen	kol						lu			cye, tut	pkpamaN				cwe
