word;etymology
*aŕɨg;"[(u'Old Turkic:', u'az\u0268\u0263 (OUygh.)'), (u'Karakhanid:', [u'az\u0268\u0263 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'az\u0268'), (u'Tatar:', u'azaw'), (u'Middle Turkic:', [u'azu (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'\u0254ziq'), (u'Sary-Yughur:', u'az\u0268\u0263'), (u'Azerbaidzhan:', u'az\u0268'), (u'Turkmen:', u'az\u0268'), (u'Khakassian:', u'az\u0268\u0263'), (u'Shor:', u'az\u0268j'), (u'Oyrat:', u'azu, az\u016b'), (u'Chuvash:', u""*ora > Mari ora-puj 'id.'""), (u'Yakut:', u'ah\u0268\u0304, dial. \u0268h\u0268\u0304'), (u'Tuva:', u'az\u0268\u0263'), (u'Tofalar:', u'az\u0268\u0263'), (u'Kirghiz:', u'az\u016b'), (u'Kazakh:', u'azuw'), (u'Bashkir:', u'a\u03b4aw'), (u'Balkar:', u'azaw'), (u'Karakalpak:', u'azuw'), (u'Kumyk:', u'azuw')]"
*arɨĺ;"[(u'Turkish:', u'dial. ar\u0268\u0161'), (u'Tatar:', u'ar\u0268\u0161'), (u'Middle Turkic:', [u'ar\u0268\u0161 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'dial. ari\u0161'), (u'Turkmen:', u'ar\u0268\u0161'), (u'Kazakh:', u'ar\u0268s'), (u'Noghai:', u'ar\u0268s'), (u'Bashkir:', u'ar\u0268\u0161'), (u'Balkar:', u'ar\u0268\u0161'), (u'Karaim:', u'ar\u0268\u0161'), (u'Karakalpak:', u'ar\u0268s'), (u'Kumyk:', u'ar\u0268\u0161')]"
*ark;"[(u'Karakhanid:', [u'arq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Middle Turkic:', [u'Kypch. arq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=185"" target=""_blank"">Houts.</a>, u')']), (u'Turkmen:', u'arq (\u0410-\u0411)'), (u'Khakassian:', u'ar\u0268x'), (u'Halaj:', u'harq')]"
*Arka-;[(u'Uzbek:', u'arkan 1'), (u'Turkmen:', u'arq\u0101n')]
*ărka;"[(u'Old Turkic:', u'arqa (Orkh., OUygh.)'), (u'Karakhanid:', [u'arqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'arka'), (u'Tatar:', u'arqa'), (u'Middle Turkic:', [u'arqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'\u0254rqa'), (u'Uighur:', u'a(r)qa'), (u'Sary-Yughur:', u'arqa, harqa'), (u'Azerbaidzhan:', u'arxa'), (u'Turkmen:', u'arqa'), (u'Khakassian:', u'ar\u0263a'), (u'Shor:', u'ar\u0263a'), (u'Oyrat:', u'arqa'), (u'Halaj:', u'arq\u0430 (arxa < Az.)'), (u'Chuvash:', u""or\u0263a-l\u044ax 'saddle strips'""), (u'Yakut:', u'ar\u0263\u0101, ar\u0263a-s'), (u'Dolgan:', u""arga-l\u0101- 'to turn one's back towards smb.'""), (u'Tuva:', u""a'r\u0263a 'mountain forest'""), (u'Kirghiz:', u'arqa'), (u'Kazakh:', u'arqa'), (u'Noghai:', u'arqa'), (u'Bashkir:', u'arqa'), (u'Balkar:', u'arqa'), (u'Gagauz:', u'arqa'), (u'Karaim:', u'arqa, arxa'), (u'Karakalpak:', u'arqa'), (u'Salar:', [u'ar\u03c7a, arGa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u' 292, 293)']), (u'Kumyk:', u'arqa 1')]"
*Arkun;"[(u'Karakhanid:', [u'arqun (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Uighur:', u'a(r)\u0263un'), (u'Kirghiz:', u'ar\u0263\u0268n')]"
*arpa;"[(u'Old Turkic:', u'arpa (OUygh.), abra (late OUygh.)'), (u'Karakhanid:', [u'arpa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'arpa'), (u'Tatar:', u'arpa'), (u'Middle Turkic:', [u'arpa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'arpa'), (u'Uighur:', u'a(r)pa'), (u'Azerbaidzhan:', u'arpa'), (u'Turkmen:', u'arpa'), (u'Khakassian:', u'arba'), (u'Oyrat:', u'arba'), (u'Halaj:', u'arpa'), (u'Chuvash:', u'orba'), (u'Kirghiz:', u'arpa'), (u'Kazakh:', u'arpa'), (u'Noghai:', u'arpa'), (u'Bashkir:', u'arpa'), (u'Balkar:', u'arpa'), (u'Gagauz:', u'arpa'), (u'Karaim:', u'arpa'), (u'Karakalpak:', u'arpa'), (u'Salar:', [u'arfa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u' 292)']), (u'Kumyk:', u'arpa')]"
*aŕu;"[(u'Old Turkic:', u'azu (OUygh.)'), (u'Karakhanid:', [u'azu (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Tuva:', u'az\u0268')]"
*as-;"[(u'Old Turkic:', [<i>as-</i>, u' (OUygh.)']), (u'Karakhanid:', [<i>as-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'as-'), (u'Tatar:', u'as-'), (u'Middle Turkic:', [<i>as-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=185"" target=""_blank"">Houts.</a>, u')']), (u'Uzbek:', u'\u0254s-'), (u'Uighur:', u'as-'), (u'Sary-Yughur:', u'as-'), (u'Azerbaidzhan:', u'as-'), (u'Turkmen:', u'as-'), (u'Halaj:', u'has-'), (u'Chuvash:', [<i>us-,</i>, u' os-']), (u'Tuva:', u""a's-""), (u'Kirghiz:', u'as-'), (u'Kazakh:', u'as-'), (u'Bashkir:', u'a\u0275-'), (u'Balkar:', u'as-'), (u'Gagauz:', u'as-'), (u'Karaim:', u'as-'), (u'Karakalpak:', u'as-'), (u'Kumyk:', u'as-')]"
*asɨg;"[(u'Old Turkic:', u'as\u0268\u0263 (OUygh.)'), (u'Karakhanid:', [u'as\u0268\u0263 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'as\u0268'), (u'Middle Turkic:', [u'as\u0268 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u'), ass\u0268\u0263 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=185"" target=""_blank"">Houts.</a>, u')']), (u'Uzbek:', [u'dial. ', <i>as</i>, u"" g\xf6r- 'to help'""]), (u'Uighur:', u'dial. ass\u0268'), (u'Chuvash:', u'oz\u044a'), (u'Yakut:', u'as')]"
*ạt-;"[(u'Old Turkic:', [<i>at-</i>, u' (OUygh.)']), (u'Karakhanid:', [<i>at-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'at-'), (u'Tatar:', u'at-'), (u'Middle Turkic:', [<i>at-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u0254t-'), (u'Uighur:', u'at-'), (u'Sary-Yughur:', u'at-'), (u'Azerbaidzhan:', u'at-'), (u'Turkmen:', u'at-'), (u'Khakassian:', u'at-'), (u'Shor:', u'at-'), (u'Oyrat:', u'at-'), (u'Halaj:', u'hat-'), (u'Chuvash:', u'\u0268v\u044at-, dial. ut-'), (u'Yakut:', u'\u0268t-'), (u'Dolgan:', u'\u0268t-'), (u'Tuva:', u'at-'), (u'Kirghiz:', u'at-'), (u'Kazakh:', u'at-'), (u'Noghai:', u'at-'), (u'Bashkir:', u'at-'), (u'Balkar:', u'at-'), (u'Gagauz:', u'at-'), (u'Karaim:', u'at-'), (u'Karakalpak:', u'at-'), (u'Kumyk:', u'at-')]"
*ạt-;"[(u'Karakhanid:', [<i>at-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=193"" target=""_blank"">Tefs.</a>, u')']), (u'Turkish:', u'at-'), (u'Tatar:', u'at-'), (u'Middle Turkic:', [<i>at-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u')']), (u'Uighur:', u'at-'), (u'Turkmen:', u'at-'), (u'Khakassian:', u'at-'), (u'Shor:', u'at-'), (u'Oyrat:', u'at-'), (u'Yakut:', u'\u0268t-'), (u'Tuva:', u""a't-""), (u'Tofalar:', u""a't-""), (u'Kirghiz:', u'at-'), (u'Kazakh:', u'at-'), (u'Noghai:', u'at-'), (u'Bashkir:', u'at-'), (u'Balkar:', u'at-'), (u'Gagauz:', u'at-'), (u'Karakalpak:', u'at-'), (u'Kumyk:', u'at-')]"
*ăt;"[(u'Old Turkic:', [<i>at</i>, u' (Orkh., Yen., OUygh.)']), (u'Karakhanid:', [<i>at</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'at'), (u'Tatar:', u'at'), (u'Middle Turkic:', u'at'), (u'Uzbek:', u'\u0254t'), (u'Uighur:', u'at'), (u'Sary-Yughur:', u""a't""), (u'Azerbaidzhan:', u'at'), (u'Turkmen:', u'at'), (u'Khakassian:', u'at'), (u'Shor:', u'at'), (u'Oyrat:', u'at'), (u'Halaj:', u'hat'), (u'Chuvash:', u'ut'), (u'Yakut:', u'at'), (u'Dolgan:', u'at'), (u'Tuva:', u""a't""), (u'Kirghiz:', u'at'), (u'Kazakh:', u'at'), (u'Noghai:', u'at'), (u'Bashkir:', u'at'), (u'Balkar:', u'at'), (u'Gagauz:', u'at'), (u'Karaim:', u'at'), (u'Karakalpak:', u'at'), (u'Salar:', [<i>at,</i>, u' ', <i>ac</i>]), (u'Kumyk:', u'at')]"
*Ata / *Ete;"[(u'Old Turkic:', u'ata 1 (OUygh.)'), (u'Karakhanid:', [u'ata, ataq\u0268 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'ata 3, dial. ede 2'), (u'Tatar:', u'ata, eti 1, etkej 2'), (u'Middle Turkic:', [u'ata (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u') 1']), (u'Uzbek:', u'\u0254ta 1'), (u'Uighur:', u'ata 1, 3'), (u'Sary-Yughur:', u'ata 1'), (u'Azerbaidzhan:', u'ata 1'), (u'Turkmen:', u""ata 'father's father'""), (u'Khakassian:', u'ada 1'), (u'Oyrat:', u'ada 1, 3'), (u'Tuva:', u""a'da 1""), (u'Tofalar:', u'ada 1, 3'), (u'Kirghiz:', u'ata 1, 3'), (u'Kazakh:', u'ata 1'), (u'Noghai:', u""ata 1, 'male'""), (u'Bashkir:', u""ata 1, 'male'""), (u'Balkar:', u'ata 1'), (u'Karaim:', u'ata 3'), (u'Karakalpak:', u'ata 3'), (u'Kumyk:', u'ata 1')]"
*atan;"[(u'Karakhanid:', [u'atan (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Middle Turkic:', [u'atan (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkmen:', u'atan (dial.)'), (u'Tuva:', u'adan'), (u'Kirghiz:', u'atan'), (u'Kazakh:', u'atan'), (u'Noghai:', u'atan'), (u'Karakalpak:', u'atan')]"
*Atɨ;"[(u'Old Turkic:', u'at\u0268 (Orkh.)'), (u'Uighur:', u""dial. Lobn. ataj-\u0268m 'oh, my child!'""), (u'Sary-Yughur:', u'at\u0268'), (u'Khakassian:', u""adaj 'dog' ( < *'cub')"")]"
*jügür-;"[(u'Old Turkic:', u'\xfcj\xfcr (OUygh.) 1'), (u'Karakhanid:', [u'j\xfcg\xfcr, \xfcg\xfcr (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), j\xfcr (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u') 1']), (u'Tatar:', u'\u01ef\xf6g\xe4r\xe4 2'), (u'Chuvash:', u'vir 1'), (u'Yakut:', u'\xfc\xf6re 1'), (u'Tuva:', u""\u01d6rgene 'a k. of buckwheat'""), (u'Kirghiz:', u'\u01ef\xfcg\xf6r\xfc 2, 3'), (u'Kazakh:', u'\u017e\xfcgeri 3'), (u'Balkar:', u'\u01ef\xfcgeri 3'), (u'Karakalpak:', u'\u017e\xfcweri 2, 3')]"
*jükün-;"[(u'Old Turkic:', u'j\xfck\xfcn- (Orkh., OUygh.)'), (u'Karakhanid:', [u'j\xfck\xfcn- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\xfcken-, j\xfcg\xfcn- (dial.)'), (u'Tatar:', u'j\xf6gen-, jegen- (dial.)'), (u'Middle Turkic:', [u'j\xfck\xfcn- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u')']), (u'Uzbek:', u'jukun-'), (u'Uighur:', u'j\xfck\xfcn-'), (u'Yakut:', u""s\xfcg\xfcn- 'to go to the bridegroom's home'""), (u'Kirghiz:', u'\u01ef\xfcg\xfcn-'), (u'Kazakh:', u'\u017e\xfcgin-'), (u'Bashkir:', u'j\xf6g\xf6n-'), (u'Karaim:', u'j\xfcg\xfcn-, jugun-'), (u'Karakalpak:', u'\u017e\xfcgin-'), (u'Kumyk:', u'j\xfcg\xfcn-')]"
*jül-;"[(u'Karakhanid:', [u'j\xfcli- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\xfcl\xfc- 1, 2'), (u'Tatar:', u'j\xf6le- (dial.) 2'), (u'Middle Turkic:', [u'j\xfcl\xfc- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u')']), (u'Turkmen:', u'j\xfcl-me- 1'), (u'Yakut:', u's\xfcl- 2'), (u'Dolgan:', u'h\xfcl- 2'), (u'Tuva:', u'\u010d\xfcl\xfc- 1'), (u'Balkar:', u'\u017e\xfcl\xfc- 1'), (u'Karaim:', u'\xfcl-, \xfcl\xfc-, ili- 1'), (u'Kumyk:', u'j\xfcl\xfc- 1')]"
*jülük / *juluk;[(u'Oyrat:', u'juluq, d\u0301uluq, j\xfcl\xfck'), (u'Tuva:', u'\u010duluq')]
*jüm-;[(u'Chuvash:', u's\u0301\u01dd\u02b7mren, s\u0301\u01dd\u02b7m\u01dd\u02b7rlen')]
*jüm- / *jum-;"[(u'Karakhanid:', [u'j\xfcm- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'jum-'), (u'Tatar:', u'jom-'), (u'Middle Turkic:', [u'jum- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uzbek:', u'jum-'), (u'Uighur:', u'jum-, \u017eum-'), (u'Sary-Yughur:', u'jum-'), (u'Azerbaidzhan:', u'jum-'), (u'Turkmen:', u'jum-'), (u'Oyrat:', u'd\u0301um-'), (u'Halaj:', u'jim-'), (u'Yakut:', u'sim-'), (u'Kirghiz:', u'\u01efum-'), (u'Kazakh:', u'\u017eum-'), (u'Noghai:', u'jum-'), (u'Bashkir:', u'jom-'), (u'Balkar:', u'\u01efum-, \u017eum-'), (u'Gagauz:', u'jum-'), (u'Karaim:', u'jum-'), (u'Karakalpak:', u'\u017eum-'), (u'Salar:', u'jum-'), (u'Kumyk:', u'jum-')]"
*jüŕ-;"[(u'Old Turkic:', u'j\xfcz- (Orkh., OUygh.)'), (u'Karakhanid:', [u'j\xfcz- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\xfcz-'), (u'Tatar:', u'j\xf6z-'), (u'Middle Turkic:', [u'j\xfcz- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), \xfcz- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'juz-'), (u'Uighur:', u'\xfcz-'), (u'Azerbaidzhan:', u'\xfcz-'), (u'Turkmen:', u'j\xfcz-'), (u'Khakassian:', u'\u010d\xfcs-'), (u'Shor:', u'\u010d\xfcs-'), (u'Oyrat:', u'j\xfcs-, d\u0301\xfcs-'), (u'Yakut:', u""s\xf6t\xfc\xf6 'bathing', s\xf6t\xfc\xf6l\u0113- 'to bathe'""), (u'Dolgan:', u""h\xf6t\xfc\xf6l\u0113-, h\xfct\xf6l- 'to bathe'""), (u'Kirghiz:', u'\u01ef\xfcz-'), (u'Kazakh:', u'\u017euz-'), (u'Noghai:', u'j\xfcz-'), (u'Bashkir:', u'j\xf6\u03b4-'), (u'Balkar:', u'\u01ef\xfcz-, \u017e\xfcz-'), (u'Gagauz:', u'j\xfcz-'), (u'Karaim:', u'j\xfcz-, \xfcz-'), (u'Karakalpak:', u'\u017e\xfcz-'), (u'Kumyk:', u'juz-')]"
*jüŕ-;"[(u'Karakhanid:', [u'j\xfcz\xfck 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), \xfcze\u014b\xfc 3 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'j\xfcz\xfck 1, \xfczengi 3'), (u'Tatar:', u'j\xf6zek 1'), (u'Middle Turkic:', [u'j\xfcz\xfck 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), \xfcz\xfck 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u')']), (u'Uzbek:', u'uzuk 1'), (u'Uighur:', u'\xfcz\xfck 1'), (u'Azerbaidzhan:', u'\xfcz\xfck 1'), (u'Turkmen:', u'j\xfcz\xfck 1, \xfcze\u014b\u014bi 3'), (u'Khakassian:', u'\u010d\xfcst\xfck 1'), (u'Shor:', u'\u010d\xfcst\xfck 1'), (u'Oyrat:', u'j\xfcst\xfck, d\u0301\xfcst\xfck 1'), (u'Chuvash:', u's\u0301\u01dd\u02b7r\u01dd\u02b7 1, j\u044arana 3'), (u'Yakut:', u's\xfch\xfc\xf6x 2, ihe\u014be 3'), (u'Dolgan:', u'h\xfch\xfc\xf6k 2'), (u'Tuva:', u""\u010d\xfc'st\xfck 1, \u010d\xfcs 2""), (u'Kirghiz:', u'\u01ef\xfcz\xfck 1'), (u'Kazakh:', u'\u017e\xfczik 1'), (u'Noghai:', u'j\xfczik 1'), (u'Bashkir:', u'j\xf6\u03b4\xf6k 1'), (u'Balkar:', u'\u01ef\xfcz\xfck, z\xfcz\xfck 1'), (u'Gagauz:', u'j\xfcz\xfck, \xfcz\xfck 1'), (u'Karaim:', u'j\xfcz\xfck, \xfcz\xfck, ezik, izik 1'), (u'Karakalpak:', u'\u017e\xfczik 1'), (u'Kumyk:', u'j\xfcz\xfck 1')]"
*jüŕ-;"[(u'Karakhanid:', [u'j\xfcz- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'j\xfcz-'), (u'Turkmen:', u'j\xfcz-'), (u'Gagauz:', u'j\xfcz-')]"
*jürek;"[(u'Old Turkic:', u'j\xfcrek (Orkh., OUygh.)'), (u'Karakhanid:', [u'j\xfcrek (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'j\xfcrek'), (u'Tatar:', u'j\xf6r\u025bk'), (u'Middle Turkic:', [u'j\xfcrek (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'jurak'), (u'Uighur:', u'j\xfcr\xe4k'), (u'Sary-Yughur:', u'j\xf6rek'), (u'Azerbaidzhan:', u'\xfcrek'), (u'Turkmen:', u'j\xfcrek'), (u'Khakassian:', u'\u010d\xfcrek'), (u'Shor:', [u'\u010d\xfcrek (R., ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u')']), (u'Oyrat:', u'd\u0301\xfcrek'), (u'Halaj:', u'jirek'), (u'Chuvash:', u'\u010d\u01ddre'), (u'Yakut:', u's\xfcrex'), (u'Dolgan:', u'h\xfcrek'), (u'Tuva:', u'\u010d\xfcrek'), (u'Tofalar:', u'\u010d\xfcrek'), (u'Kirghiz:', u'\u01ef\xfcr\xf6k'), (u'Kazakh:', u'\u017e\xfcrek'), (u'Noghai:', u'j\xfcrek'), (u'Bashkir:', u'j\xf6rek'), (u'Balkar:', u'\u017e\xfcrek'), (u'Gagauz:', u'j\xfcrek\u0301'), (u'Karaim:', u'j\xfcrek'), (u'Karakalpak:', u'\u017e\xfcrek'), (u'Salar:', u'jyr\xfcx'), (u'Kumyk:', u'j\xfcrek')]"
